This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"403280","FRANKLIN SEW",-86.8667,35.9333,200,"COOP"
"457059","RITZVILLE 1",-118.3667,47.1167,579,"COOP"
"044374","JESS VALLEY",-120.2947,41.2683,1646,"COOP"
"415265","LITTLEFIELD",-102.3500,33.9333,1095,"COOP"
"044523","KERN RIVER P",-118.4389,35.7831,824,"COOP"
"044577","KLAMATH",-124.0333,41.5167,8,"COOP"
"044647","LAGUNA BEACH",-117.7833,33.5500,11,"COOP"
"282023","CRANFORD",-74.3000,40.6500,23,"COOP"
"310982","BOONE 1 SE",-81.6442,36.2114,1024,"COOP"
"102942","EMMETT 2 E",-116.4667,43.8500,728,"COOP"
"044713","LAKE SPAULDI",-120.6333,39.3167,1571,"COOP"
"307705","SHERBURNE 2",-75.4833,42.6500,329,"COOP"
"252820","FAIRBURY",-97.1886,40.1403,401,"COOP"
"073595","GREENWOOD 2N",-75.5833,38.8333,14,"COOP"
"044838","LAVA BEDS NA",-121.5000,41.7333,1454,"COOP"
"317994","SMITHFIELD",-78.3500,35.5167,46,"COOP"
"06N03S","CHAMITA",-106.6567,36.9561,2560,"SNOTEL"
"CYYZ","TORONTO/PEAR",-79.6300,43.6700,173,"ASOS"
"357641","SEASIDE",-123.9167,45.9833,3,"COOP"
"045064","LOMPOC",-120.4500,34.6500,59,"COOP"
"045502","MECCA FIRE S",-116.0833,33.5667,-58,"COOP"
"452548","ELWHA R S",-123.5833,48.0333,110,"COOP"
"108535","SODA SPRINGS",-111.5833,42.6514,1781,"COOP"
"045721","MITCHELL CAV",-115.5500,34.9500,1326,"COOP"
"419499","WATER VALLEY",-100.7333,31.6667,646,"COOP"
"443267","GALAX RADIO",-80.9167,36.6667,727,"COOP"
"045933","MOUNT HAMILT",-121.6500,37.3500,1282,"COOP"
"314860","LAURINBURG",-79.4500,34.7500,64,"COOP"
"422057","DEER CREEK D",-111.5333,40.4000,1606,"COOP"
"046074","NAPA STATE H",-122.2667,38.2833,11,"COOP"
"KTEW","MASON",-84.4233,42.5658,280,"ASOS"
"103110","FAIRFIELD 3",-114.7500,43.3167,1530,"COOP"
"K3B1","GREENVILLE,",-69.5517,45.4631,427,"ASOS"
"452157","DIABLO DAM",-121.1500,48.7167,272,"COOP"
"470273","ARBORETUM UN",-89.3992,43.0456,264,"COOP"
"046154","NEW CUYAMA F",-119.6833,34.9500,658,"COOP"
"046168","NEWMAN",-121.0178,37.2811,27,"COOP"
"033862","KEO",-92.0072,34.6053,70,"COOP"
"310724","BENT CREEK",-82.5950,35.5053,643,"COOP"
"032930","GRAVETTE",-94.4500,36.4333,384,"COOP"
"275868","NEWPORT",-72.1833,43.3833,241,"COOP"
"422864","FLAMING GORG",-109.4117,40.9317,1911,"COOP"
"046635","PALM SPRINGS",-116.5000,33.8333,130,"COOP"
"325730","MC HENRY 3 W",-98.6422,47.5808,474,"COOP"
"391972","COTTONWOOD 2",-101.8667,43.9667,736,"COOP"
"047150","PRIEST VALLE",-120.7000,36.1833,701,"COOP"
"335356","MINERAL RIDG",-80.7833,41.1500,271,"COOP"
"017304","SCOTTSBORO",-86.0536,34.6736,187,"COOP"
"461588","CHARLES TOWN",-77.8500,39.2833,155,"COOP"
"314456","JACKSON",-77.4242,36.3961,30,"COOP"
"048380","SOUTH ENTR Y",-119.6333,37.5000,1560,"COOP"
"202015","DEARBORN",-83.2333,42.3167,184,"COOP"
"KSFM","SANFORD MUNI",-70.7200,43.4000,74,"ASOS"
"473453","HARTFORD 2 W",-88.4172,43.3319,299,"COOP"
"237514","SALISBURY",-92.8097,39.4244,223,"COOP"
"331541","CHIPPEWA LAK",-81.9361,41.0517,360,"COOP"
"416892","PECOS",-103.5000,31.4167,796,"COOP"
"047874","SAN PASQUAL",-117.0000,33.0833,128,"COOP"
"057515","SEDGWICK 5 S",-102.5169,40.8656,1216,"COOP"
"143867","HUMBOLDT",-95.4458,37.8119,287,"COOP"
"048826","TEHACHAPI",-118.4500,35.1333,1224,"COOP"
"085612","MELBOURNE WS",-80.6500,28.1167,11,"COOP"
"202250","DOWAGIAC 1 W",-86.1333,41.9833,226,"COOP"
"049053","TULELAKE",-121.4667,41.9667,1232,"COOP"
"407459","PULASKI WATE",-87.0500,35.1833,193,"COOP"
"463215","FRANKLIN 2 N",-79.3167,38.6667,579,"COOP"
"049200","VACAVILLE",-121.9608,38.3956,34,"COOP"
"BOII","BOISE",-116.1861,43.6208,829,"AGRIMET"
"112193","DECATUR",-89.0147,39.8244,189,"COOP"
"049699","WILLOWS 6 W",-122.3000,39.5167,71,"COOP"
"155694","MURRAY",-88.3000,36.6000,161,"COOP"
"235307","MARSHFIELD",-92.9097,37.3381,454,"COOP"
"049792","WOODSIDE FIR",-122.2500,37.4333,116,"COOP"
"050301","ARAPAHOE 14",-102.1667,39.0333,1262,"COOP"
"KICT","WICHITA/CONT",-97.4294,37.6472,406,"ASOS"
"050581","BEDROCK 1 N",-108.8833,38.3344,1481,"COOP"
"466989","PICKENS 2 N",-80.1956,38.6786,878,"COOP"
"041497","CANYON DAM",-121.0833,40.1667,1390,"COOP"
"425733","MOAB",-109.5500,38.5833,1232,"COOP"
"051939","CREEDE",-106.9167,37.8500,2698,"COOP"
"237963","SPICKARD 7 W",-93.7194,40.2486,267,"COOP"
"304731","LIBERTY 1 NE",-74.7333,41.8000,472,"COOP"
"300063","ALCOVE DAM",-73.9333,42.4667,183,"COOP"
"032978","GREERS FERRY",-92.0000,35.5167,161,"COOP"
"053005","FORT COLLINS",-105.1314,40.6147,1525,"COOP"
"358407","THE DALLES",-121.2000,45.6000,31,"COOP"
"053006","FORT COLLINS",-105.0167,40.5667,1500,"COOP"
"053016","FORT LEWIS",-108.0497,37.2342,2316,"COOP"
"053489","GRAND JUNCTI",-108.4658,39.0422,1451,"COOP"
"053592","GREEN MT DAM",-106.3333,39.8789,2359,"COOP"
"214937","LUVERNE",-96.2039,43.6647,457,"COOP"
"445828","MOUNT LAKE B",-80.5239,37.3756,1180,"COOP"
"422828","FILLMORE",-112.3283,38.9661,1561,"COOP"
"21C26S","LONE PINE",-121.9636,46.2722,1158,"SNOTEL"
"310241","ARCOLA",-77.9833,36.2833,101,"COOP"
"055531","MESA VERDE N",-108.4883,37.1986,2169,"COOP"
"046699","PARKER RESER",-114.1667,34.2833,225,"COOP"
"340755","BILLINGS",-97.4500,36.5333,305,"COOP"
"055881","NEDERLAND 5",-105.5461,40.0361,3051,"COOP"
"055934","NEW RAYMER 2",-103.7667,40.9333,1579,"COOP"
"KLWC","LAWRENCE MUN",-95.2117,39.0083,253,"ASOS"
"056136","ORDWAY 21 N",-103.7000,38.5167,1419,"COOP"
"461723","CLENDENIN",-81.3328,38.4900,210,"COOP"
"19L24S","HEAVENLY VAL",-119.9169,38.9242,2697,"SNOTEL"
"105980","MINIDOKA DAM",-113.4856,42.6717,1283,"COOP"
"056326","PARKER 6 E",-104.6567,39.5289,1923,"COOP"
"429152","WAH WAH RANC",-113.4333,38.4833,1487,"COOP"
"166582","NATCHITOCHES",-93.0956,31.7722,40,"COOP"
"014226","JASPER",-87.3150,33.9053,148,"COOP"
"412394","DENISON DAM",-96.5667,33.8167,187,"COOP"
"056816","RALSTON RESE",-105.2353,39.8297,1798,"COOP"
"057167","ROCKY FORD 2",-103.6922,38.0389,1271,"COOP"
"247136","ROCK SPRINGS",-106.2456,46.8200,922,"COOP"
"387589","SALEM 5 NNE",-82.9475,34.9469,330,"COOP"
"013251","GENEVA NO 2",-85.8833,31.0500,44,"COOP"
"246304","OVANDO 9 SSE",-113.0667,46.9000,1297,"COOP"
"214546","LAMBERTON SW",-95.3167,44.2500,349,"COOP"
"057309","RUXTON PARK",-104.9833,38.8500,2758,"COOP"
"KMKJ","MARION / WYT",-81.3500,36.9000,780,"ASOS"
"030458","BATESVILLE L",-91.7736,35.8283,174,"COOP"
"058064","SUGARLOAF RE",-106.3733,39.2472,2968,"COOP"
"058436","TRINIDAD LAK",-104.5500,37.1500,1923,"COOP"
"133473","GRINNELL 3 S",-92.7503,41.7175,276,"COOP"
"058501","TWIN LAKES R",-106.3503,39.0969,2803,"COOP"
"324418","JAMESTOWN ST",-98.6850,46.8844,447,"COOP"
"058756","WALDEN",-106.2792,40.7308,2475,"COOP"
"236357","OREGON",-95.1450,39.9831,319,"COOP"
"055484","MEEKER 3 W",-107.9608,40.0236,1884,"COOP"
"276818","PINKHAM NOTC",-71.2500,44.2667,612,"COOP"
"308627","TULLY HEIBER",-76.0833,42.7667,579,"COOP"
"051564","CHEYENNE WEL",-102.3608,38.8178,1295,"COOP"
"CYXU","LONDON AIRPO",-81.1500,43.0300,278,"ASOS"
"059275","YELLOW JACKE",-108.7561,37.5206,2107,"COOP"
"222896","EUPORA 2 E",-89.2331,33.5444,134,"COOP"
"060961","BULLS BRIDGE",-73.4833,41.6500,79,"COOP"
"063207","GROTON",-72.0394,41.3506,12,"COOP"
"305796","NEW YORK AVE",-73.9808,40.5939,6,"COOP"
"450945","BUCKLEY 1 NE",-122.0000,47.1667,209,"COOP"
"331592","CIRCLEVILLE",-82.9500,39.6167,205,"COOP"
"058931","WESTCLIFFE",-105.4661,38.1317,2396,"COOP"
"079605","WILMINGTON P",-75.5414,39.7739,82,"COOP"
"033466","HOT SPRINGS",-93.0500,34.5167,207,"COOP"
"081544","CHIPLEY 3 E",-85.4833,30.7833,40,"COOP"
"360785","BLUE MARSH L",-76.0333,40.3833,107,"COOP"
"144559","LAWRENCE",-95.2667,38.9667,299,"COOP"
"083020","FLAMINGO RAN",-80.9167,25.1500,1,"COOP"
"417300","PROCTOR RESE",-98.5000,31.9667,372,"COOP"
"083207","FORT PIERCE",-80.3500,27.4667,8,"COOP"
"145852","NORTON DAM",-99.9386,39.8108,713,"COOP"
"085973","MOUNTAIN LAK",-81.6000,27.9333,38,"COOP"
"16A08S","BEAR MOUNTAI",-116.0731,48.3050,1646,"SNOTEL"
"362721","EVERETT",-78.3667,40.0167,305,"COOP"
"088782","TAMPA BAY AR",-82.4000,27.7000,12,"COOP"
"417206","POST",-101.3817,33.1911,799,"COOP"
"413005","EVANT 1 SSW",-98.1667,31.4667,379,"COOP"
"353908","HILLSBORO",-122.9833,45.5167,49,"COOP"
"242857","FAIRFIELD",-111.9833,47.6167,1214,"COOP"
"202094","DETOUR VILLA",-83.9000,45.9833,181,"COOP"
"293142","FARMINGTON A",-108.3167,36.7000,1715,"COOP"
"413622","GONZALES 1 N",-97.4500,29.5339,116,"COOP"
"KMRF","MARFA MUNI (",-104.0200,30.3700,1481,"ASOS"
"161292","BURAS",-89.5167,29.3333,2,"COOP"
"134894","LOGAN",-95.7833,41.6333,302,"COOP"
"056203","OURAY",-107.6686,38.0206,2390,"COOP"
"214453","LAKEFIELD 2",-95.1519,43.7022,466,"COOP"
"141029","BREWSTER 4 W",-101.4500,39.3667,1047,"COOP"
"264745","LUND",-115.0072,38.8589,1698,"COOP"
"258090","SPRINGVIEW",-99.7467,42.8247,761,"COOP"
"416177","NACOGDOCHES",-94.6450,31.6181,93,"COOP"
"235253","MARBLE HILL",-89.9667,37.3033,119,"COOP"
"099194","WAYNESBORO 2",-81.9889,33.1058,82,"COOP"
"442245","DANVILLE",-79.3833,36.5833,125,"COOP"
"211390","CEDAR",-93.2833,45.3167,276,"COOP"
"100803","BERN",-111.3850,42.3353,1818,"COOP"
"101017","BOISE 7 N",-116.2000,43.7167,1184,"COOP"
"129430","WEST LAFAYET",-87.0000,40.4667,215,"COOP"
"416794","PARIS",-95.5667,33.6667,165,"COOP"
"040790","BIG SUR STAT",-121.7839,36.2500,61,"COOP"
"KEND","VANCE AFB/EN",-97.9200,36.3300,398,"ASOS"
"315923","MOUNT MITCHE",-82.2769,35.7453,1902,"COOP"
"054834","LAS ANIMAS",-103.2167,38.0667,1186,"COOP"
"KOAJ","JACKSONVILLE",-77.6200,34.8300,29,"ASOS"
"394556","KEYSTONE",-103.4100,43.9039,1352,"COOP"
"054945","LEROY 5 WSW",-103.0006,40.5106,1362,"COOP"
"101551","CASTLEFORD 2",-114.8667,42.5500,1166,"COOP"
"102260","CRATERS OF T",-113.5592,43.4706,1797,"COOP"
"102444","DEER FLAT DA",-116.7500,43.5833,765,"COOP"
"102676","DRIGGS",-111.1236,43.7297,1889,"COOP"
"025924","NOGALES 6 N",-110.9650,31.4444,1085,"COOP"
"168543","SLIDELL WSMO",-89.8167,30.3333,8,"COOP"
"089430","WEEKI WACHEE",-82.5833,28.5167,6,"COOP"
"449181","WINCHESTER W",-78.1500,39.1833,219,"COOP"
"103732","GRACE",-111.7497,42.5900,1692,"COOP"
