This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"155524","MONTICELLO 3",-84.8275,36.8672,298,"COOP","155524"
"155648","MOUNT VERNON",-84.3333,37.3500,354,"COOP","155648"
"155757","NEW CONCORD",-88.2194,36.5964,164,"COOP","155757"
"155834","NOLIN RIVER",-86.2492,37.2792,207,"COOP","155834"
"156012","OLIVE HILL 5",-83.1036,38.3422,272,"COOP","156012"
"156130","PADUCAH 2 W",-88.7725,37.0683,126,"COOP","156130"
"156155","PARADISE STE",-86.9778,37.2592,123,"COOP","156155"
"156170","PARIS",-84.2392,38.2047,247,"COOP","156170"
"156580","PRINCETON 1",-87.8672,37.1244,151,"COOP","156580"
"156595","PROVIDENCE",-87.7622,37.3997,125,"COOP","156595"
"156624","QUICKSAND",-83.3667,37.5333,256,"COOP","156624"
"156882","ROCHESTER FE",-86.8939,37.2164,125,"COOP","156882"
"156988","ROUGH RIVER",-86.5044,37.6178,171,"COOP","156988"
"157049","RUSSELLVILLE",-86.8883,36.8550,174,"COOP","157049"
"157234","SEBREE 1 E",-87.5219,37.6031,143,"COOP","157234"
"157334","SHEPHERDSVIL",-85.6242,38.0544,177,"COOP","157334"
"157431","SKYLINE 1 SE",-82.9925,37.0875,366,"COOP","157431"
"157441","SLADE 5 NE",-83.6833,37.8500,215,"COOP","157441"
"157510","SOMERSET 2 N",-84.6167,37.1167,320,"COOP","157510"
"157604","SPRINGFIELD",-85.2342,37.6939,232,"COOP","157604"
"157677","STEARNS 2 S",-84.4833,36.6667,372,"COOP","157677"
"157800","SUMMER SHADE",-85.7067,36.8861,263,"COOP","157800"
"158070","TOMPKINSVILL",-85.7081,36.8136,245,"COOP","158070"
"158429","WARNOCK 1 W",-83.0197,38.4922,168,"COOP","158429"
"158446","WARSAW MARKL",-84.9672,38.7744,142,"COOP","158446"
"158551","WEST LIBERTY",-83.2667,37.9167,253,"COOP","158551"
"158610","WHEELERSBURG",-83.0167,37.8167,268,"COOP","158610"
"158709","WILLIAMSBURG",-84.1500,36.7333,287,"COOP","158709"
"158714","WILLIAMSTOWN",-84.6106,38.6586,287,"COOP","158714"
"158824","WOODBURY",-86.6353,37.1842,142,"COOP","158824"
"160016","ABITA SPRING",-90.0436,30.4714,8,"COOP","160016"
"160021","ABITA SPRING",-90.0464,30.4397,9,"COOP","160021"
"160205","AMITE",-90.5250,30.7094,30,"COOP","160205"
"160349","ASHLAND",-93.1331,32.1633,73,"COOP","160349"
"160546","BATON ROUGE",-91.0333,30.5500,18,"COOP","160546"
"160548","BATON ROUGE",-91.1303,30.4192,15,"COOP","160548"
"160558","BATON ROUGE",-91.0478,30.4494,11,"COOP","160558"
"160617","BEAVER FIRE",-92.4953,30.7925,32,"COOP","160617"
"160800","BIENVILLE 3",-92.9433,32.3744,94,"COOP","160800"
"160945","BOGALUSA",-89.8567,30.7808,30,"COOP","160945"
"161200","BOSSIER CITY",-93.6547,32.4514,52,"COOP","161200"
"161232","BOYCE 3 WNW",-92.7164,31.3944,24,"COOP","161232"
"161235","BOYCE 7 SW",-92.7300,31.3025,40,"COOP","161235"
"161287","BUNKIE",-92.1786,30.9594,17,"COOP","161287"
"161292","BURAS",-89.5158,29.3414,2,"COOP","161292"
"161365","BUTTE LA ROS",-91.6911,30.2817,2,"COOP","161365"
"161411","CALHOUN RESE",-92.3478,32.5133,55,"COOP","161411"
"161535","CARENCRO",-92.0483,30.3161,15,"COOP","161535"
"161565","CARVILLE 2 S",-91.1167,30.2000,8,"COOP","161565"
"161899","CLINTON 5 SE",-90.9733,30.8178,61,"COOP","161899"
"161941","COLFAX",-92.7142,31.5183,21,"COOP","161941"
"162002","CONVENT 2 S",-90.8164,29.9947,8,"COOP","162002"
"162121","COTTON VALLE",-93.4569,32.8869,76,"COOP","162121"
"162144","COUSHATTA 3",-93.3053,32.0639,60,"COOP","162144"
"162151","COVINGTON 4",-90.1167,30.5333,12,"COOP","162151"
"162154","COVINGTON 3",-90.0900,30.5131,8,"COOP","162154"
"162534","DONALDSONVIL",-91.0275,30.0717,3,"COOP","162534"
"162641","DRY CREEK 7",-93.1114,30.7400,29,"COOP","162641"
"162812","ELMER 2 SW",-92.7050,31.1042,70,"COOP","162812"
"162981","EUNICE",-92.4303,30.4917,15,"COOP","162981"
"163079","FARMERVILLE",-92.4075,32.7750,55,"COOP","163079"
"163165","FOLSOM 6 S",-90.2000,30.5500,15,"COOP","163165"
"163313","FRANKLIN 3 N",-91.5442,29.8233,4,"COOP","163313"
"163331","FRANKLINTON",-90.2022,30.7842,73,"COOP","163331"
"163695","GONZALES",-90.9167,30.2333,3,"COOP","163695"
"163741","GORUM FIRE T",-92.9022,31.4175,110,"COOP","163741"
"163804","GRAND ECORE",-93.0867,31.8078,46,"COOP","163804"
"163867","GREENWELL SP",-90.9828,30.5567,18,"COOP","163867"
"163877","GREENWOOD FI",-94.0000,32.4167,107,"COOP","163877"
"163979","HACKBERRY 8",-93.4031,29.8889,2,"COOP","163979"
"164030","HAMMOND 5 E",-90.3756,30.5033,11,"COOP","164030"
"164034","HAMMOND",-90.4731,30.4839,10,"COOP","164034"
"164050","HANNA 4 SSE",-93.3183,31.9158,38,"COOP","164050"
"164398","HOSSTON",-93.8725,32.8914,60,"COOP","164398"
"164696","JENA 4 WSW",-92.2006,31.6661,64,"COOP","164696"
"164700","JENNINGS",-92.6667,30.2000,8,"COOP","164700"
"164732","JONESBORO 4",-92.6544,32.2550,101,"COOP","164732"
"164739","JONESVILLE L",-91.8628,31.4825,21,"COOP","164739"
"164816","KEITHVILLE",-93.8619,32.3550,61,"COOP","164816"
"164859","KENTWOOD",-90.5117,30.9433,70,"COOP","164859"
"165021","LAFAYETTE",-92.0650,30.2192,8,"COOP","165021"
"165065","LAKE ARTHUR",-92.8144,30.0031,3,"COOP","165065"
"165072","LAKE CHARLES",-93.2689,30.3014,3,"COOP","165072"
"165076","LAKE CHARLES",-93.2494,30.2142,2,"COOP","165076"
"165090","LAKE PROVIDE",-91.1728,32.8064,30,"COOP","165090"
"165266","LEESVILLE",-93.2397,31.1417,76,"COOP","165266"
"165287","LEESVILLE 6",-93.2789,31.0517,79,"COOP","165287"
"165296","LELAND BOWMA",-92.2053,29.7861,1,"COOP","165296"
"165438","LIVINGSTON",-90.7469,30.4958,12,"COOP","165438"
"165522","LOGANSPORT",-94.0003,31.9672,58,"COOP","165522"
"165630","LSU DEAN LEE",-92.4108,31.1783,21,"COOP","165630"
"165926","MARRERO 9 SS",-90.1158,29.7853,1,"COOP","165926"
"165935","MARTIN FIRE",-93.2167,32.0775,70,"COOP","165935"
"166314","MONROE ULM",-92.0669,32.5342,21,"COOP","166314"
"166364","MOORINGSPORT",-93.9608,32.7050,61,"COOP","166364"
"166431","MOSS BLUFF",-93.2078,30.2944,6,"COOP","166431"
"166582","NATCHITOCHES",-93.0956,31.7722,40,"COOP","166582"
"166657","NEW IBERIA",-91.7839,29.9886,8,"COOP","166657"
"166686","NEW ROADS 5",-91.3672,30.7267,14,"COOP","166686"
"166938","OBERLIN FIRE",-92.7742,30.6039,20,"COOP","166938"
"166978","OLLA",-92.2422,31.8922,47,"COOP","166978"
"167304","PINE GROVE F",-90.7519,30.7111,58,"COOP","167304"
"167448","PORT ALLEN",-91.2183,30.4508,5,"COOP","167448"
"167590","QUITMAN",-92.7458,32.3167,59,"COOP","167590"
"167729","RED RIVER LO",-91.9592,31.2542,12,"COOP","167729"
"167732","RED RIVER LO",-92.2906,31.1872,23,"COOP","167732"
"167738","RED RIVER RE",-93.6381,32.4219,47,"COOP","167738"
"167767","RESERVE",-90.5803,30.0564,5,"COOP","167767"
"167924","ROBSON",-93.6425,32.3556,49,"COOP","167924"
"168046","ROSEPINE RES",-93.2789,30.9461,73,"COOP","168046"
"168067","RUSTON LA TE",-92.6531,32.5008,85,"COOP","168067"
"168094","SAILES FIRE",-93.1428,32.3589,110,"COOP","168094"
"168108","ST BERNARD",-89.8300,29.8722,2,"COOP","168108"
"168136","ST FRANCISVI",-91.3769,30.7775,35,"COOP","168136"
"168163","ST JOSEPH 3",-91.2336,31.9497,19,"COOP","168163"
"168436","SHREVEPORT D",-93.7450,32.5428,46,"COOP","168436"
"168669","SPEARSVILLE",-92.5667,32.9000,61,"COOP","168669"
"168923","TALLULAH",-91.1847,32.3992,26,"COOP","168923"
"168941","TERRYTOWN 3S",-90.0283,29.8531,3,"COOP","168941"
"168945","TICKFAW 3 EN",-90.4472,30.5981,16,"COOP","168945"
"169013","THIBODAUX 3",-90.7800,29.7758,5,"COOP","169013"
"169357","VIDALIA 2",-91.4331,31.5650,18,"COOP","169357"
"169369","VILLE PLATTE",-92.2819,30.6942,21,"COOP","169369"
"169480","WATSON 3 ESE",-90.9167,30.5667,18,"COOP","169480"
"169631","WEST MONROE",-92.1483,32.4600,23,"COOP","169631"
"169803","WINNFIELD 2",-92.6708,31.9267,49,"COOP","169803"
"169806","WINNSBORO 5",-91.7019,32.0994,24,"COOP","169806"
"169809","WINONA FIRE",-92.6553,32.0294,67,"COOP","169809"
"169930","ZACHARY",-91.1250,30.6814,37,"COOP","169930"
"170100","ACADIA NATIO",-68.2592,44.3739,143,"COOP","170100"
"170177","ALBION",-69.4833,44.4833,98,"COOP","170177"
"170200","ALLAGASH",-69.0250,47.0886,182,"COOP","170200"
"170217","ANDOVER 2",-70.7947,44.6531,253,"COOP","170217"
"170398","BARNARD",-69.1500,45.2833,166,"COOP","170398"
"170409","BATH",-69.8500,43.9333,8,"COOP","170409"
"170480","BELFAST",-69.0000,44.4000,9,"COOP","170480"
"170814","BRASSUA DAM",-69.8167,45.6667,323,"COOP","170814"
"170833","BRIDGEWATER",-67.8500,46.4167,152,"COOP","170833"
"170844","BRIDGTON 3 N",-70.7333,44.0833,171,"COOP","170844"
"171472","CLAYTON LAKE",-69.5333,46.6167,305,"COOP","171472"
"171628","CORINNA",-69.2667,44.9167,67,"COOP","171628"
"171833","DANFORTH",-67.8667,45.6667,116,"COOP","171833"
"171975","DOVER-FOXCRO",-69.2500,45.1833,140,"COOP","171975"
"172048","DURHAM",-70.0500,43.9833,44,"COOP","172048"
"172238","EAST HIRAM",-70.7500,43.8833,161,"COOP","172238"
"172320","EAST MACHIAS",-67.3817,44.7236,23,"COOP","172320"
"172426","EASTPORT",-67.0000,44.9167,26,"COOP","172426"
"172700","EUSTIS",-70.4833,45.2167,384,"COOP","172700"
"172765","FARMINGTON",-70.1500,44.6833,128,"COOP","172765"
"172878","FORT KENT",-68.6136,47.2400,186,"COOP","172878"
"173046","GARDINER",-69.7833,44.2167,43,"COOP","173046"
"173261","GRAND LAKE S",-67.7833,45.1833,88,"COOP","173261"
"173295","GRAY",-70.2542,43.8925,115,"COOP","173295"
"173417","GUILFORD",-69.3833,45.1667,122,"COOP","173417"
"173567","HARMONY",-69.5456,44.9467,98,"COOP","173567"
"173570","HARTFORD",-70.3172,44.3747,213,"COOP","173570"
"173588","HARRIS STATI",-69.8667,45.4667,253,"COOP","173588"
"173862","HOLLIS",-70.6667,43.6500,96,"COOP","173862"
"173944","HOULTON 5 N",-67.8333,46.2000,119,"COOP","173944"
"174086","JACKMAN",-70.2667,45.6333,363,"COOP","174086"
"174183","JONESBORO",-67.6475,44.6439,56,"COOP","174183"
"174193","KENNEBUNKPOR",-70.4667,43.3500,1,"COOP","174193"
"174324","KINGFIELD",-70.1703,44.9656,192,"COOP","174324"
"174566","LEWISTON",-70.2167,44.1000,55,"COOP","174566"
"174745","LIVERMORE FA",-70.1667,44.4667,116,"COOP","174745"
"174781","LONG FALLS D",-70.2000,45.2167,354,"COOP","174781"
"174817","LOVELL",-70.8944,44.1569,149,"COOP","174817"
"174878","MACHIAS",-67.4539,44.7194,6,"COOP","174878"
"174927","MADISON",-69.8833,44.8000,79,"COOP","174927"
"175261","MIDDLE DAM",-70.9167,44.7833,445,"COOP","175261"
"175304","MILLINOCKET",-68.7050,45.6503,110,"COOP","175304"
"175460","MOOSEHEAD",-69.7167,45.5833,313,"COOP","175460"
"175675","NEWCASTLE",-69.5333,44.0500,58,"COOP","175675"
"175736","NEW SHARON",-70.0000,44.6333,146,"COOP","175736"
"176011","NORTH SEBAGO",-70.6328,43.8792,107,"COOP","176011"
"176430","ORONO",-68.6667,44.9000,35,"COOP","176430"
"176594","PATTEN 2",-68.5000,46.0167,232,"COOP","176594"
"176707","PHILLIPS 2",-70.3936,44.8297,311,"COOP","176707"
"176721","PITTSTON FAR",-69.9647,45.8944,335,"COOP","176721"
"176856","POLAND",-70.3619,44.0075,171,"COOP","176856"
"176881","PORT CLYDE",-69.2667,43.9167,9,"COOP","176881"
"176937","PRESQUE ISLE",-68.0000,46.6500,183,"COOP","176937"
"177037","RANGELEY",-70.6433,44.9678,466,"COOP","177037"
"177039","RANGELEY 2 N",-70.6722,44.9894,543,"COOP","177039"
"177238","ROBBINSTON",-67.1167,45.0833,38,"COOP","177238"
"177325","RUMFORD 1 SS",-70.5333,44.5333,192,"COOP","177325"
"177479","SANFORD 2 NN",-70.7833,43.4667,85,"COOP","177479"
"177654","SEBEC LAKE",-69.2333,45.2500,116,"COOP","177654"
"178817","TURNER",-70.2561,44.2822,172,"COOP","178817"
"178965","VAN BUREN 2",-67.9333,47.1667,139,"COOP","178965"
"178974","VANCEBORO 2",-67.4333,45.5667,119,"COOP","178974"
"179151","WATERVILLE T",-69.6500,44.5333,22,"COOP","179151"
"179294","WESLEY",-67.6664,44.9511,125,"COOP","179294"
"179314","WEST BUXTON",-70.6167,43.7000,46,"COOP","179314"
"179538","WEST PARIS",-70.5833,44.3333,165,"COOP","179538"
"179547","WESTPORT ISL",-69.7089,43.8881,27,"COOP","179547"
"179593","WEST ROCKPOR",-69.1472,44.1922,116,"COOP","179593"
"179891","WOODLAND",-67.4000,45.1500,43,"COOP","179891"
"180193","ANNAPOLIS PO",-76.5075,38.9936,8,"COOP","180193"
"180700","BELTSVILLE",-76.9314,39.0303,44,"COOP","180700"
"181530","CATOCTIN MOU",-77.4831,39.6453,491,"COOP","181530"
"181750","CHESTERTOWN",-76.0519,39.2167,12,"COOP","181750"
"181862","CLARKSVILLE",-76.9286,39.2553,113,"COOP","181862"
"182282","CUMBERLAND 2",-78.7556,39.6417,223,"COOP","182282"
"182285","CUMBERLAND P",-78.8311,39.6389,296,"COOP","182285"
"182325","DALECARLIA R",-77.1131,38.9400,46,"COOP","182325"
"182336","DAMASCUS 3 S",-77.2322,39.2653,212,"COOP","182336"
"183415","FROSTBURG 2",-78.9333,39.6667,661,"COOP","183415"
"183675","GLENN DALE B",-76.8033,38.9692,46,"COOP","183675"
"183980","HAGERSTOWN P",-77.7325,39.6044,171,"COOP","183980"
"185934","MILLERS 4 NE",-76.8028,39.7194,262,"COOP","185934"
"186350","NATIONAL ARB",-76.9700,38.9133,15,"COOP","186350"
"186620","OAKLAND 1 SE",-79.3950,39.3983,738,"COOP","186620"
"186800","OXON HILL",-76.9950,38.7956,37,"COOP","186800"
"187705","ROCKVILLE 1",-77.1486,39.1008,134,"COOP","187705"
"187806","ROYAL OAK 2",-76.1897,38.7144,3,"COOP","187806"
"188000","SALISBURY",-75.5892,38.3650,3,"COOP","188000"
"188003","SALISBURY PO",-75.5642,38.4200,12,"COOP","188003"
"188065","SAVAGE RIVER",-79.1400,39.5103,456,"COOP","188065"
"188207","SHARPSBURG 5",-77.7222,39.3981,152,"COOP","188207"
"188380","SNOW HILL 4",-75.3789,38.2364,9,"COOP","188380"
"188405","SOLOMONS",-76.4536,38.3186,4,"COOP","188405"
"189070","UPPER MARLBO",-76.7767,38.8653,30,"COOP","189070"
"190120","AMHERST",-72.5333,42.3833,46,"COOP","190120"
"190190","ASHBURNHAM",-71.8833,42.6167,335,"COOP","190190"
"190408","BARRE FALLS",-72.0333,42.4333,277,"COOP","190408"
"190535","BEDFORD",-71.2833,42.4833,49,"COOP","190535"
"190562","BELCHERTOWN",-72.3500,42.2833,171,"COOP","190562"
"190593","BEVERLY",-70.8500,42.5833,24,"COOP","190593"
"190666","BIRCH HILL D",-72.1167,42.6333,263,"COOP","190666"
"190860","BROCKTON",-71.0000,42.0500,24,"COOP","190860"
"190998","BUFFUMVILLE",-71.9000,42.1167,152,"COOP","190998"
"191386","CHATHAM WSMO",-69.9667,41.6667,15,"COOP","191386"
"191821","DALTON",-73.1531,42.4686,369,"COOP","191821"
"192107","EAST BRIMFIE",-72.1333,42.1167,207,"COOP","192107"
"192451","EAST WAREHAM",-70.6694,41.7656,6,"COOP","192451"
"192997","FRANKLIN",-71.4167,42.0833,73,"COOP","192997"
"193276","GROVELAND",-71.0500,42.7500,9,"COOP","193276"
"193505","HAVERHILL",-71.0608,42.7592,5,"COOP","193505"
"193624","HINGHAM",-70.9167,42.2333,9,"COOP","193624"
"194105","LAWRENCE",-71.1667,42.7000,18,"COOP","194105"
"194313","LOWELL",-71.3667,42.6500,34,"COOP","194313"
"194502","MARBLEHEAD",-70.8667,42.5000,29,"COOP","194502"
"194580","MAYNARD",-71.4500,42.4333,66,"COOP","194580"
"194744","MIDDLETON",-71.0167,42.6000,27,"COOP","194744"
"195175","NATICK",-71.3556,42.2856,52,"COOP","195175"
"195524","NORTHBRIDGE",-71.6833,42.1167,96,"COOP","195524"
"196435","PLAINFIELD 2",-72.9167,42.5167,543,"COOP","196435"
"196783","READING",-71.1333,42.5167,27,"COOP","196783"
"196938","ROCHESTER",-70.9167,41.7833,18,"COOP","196938"
"198278","SUNDERLAND",-72.5500,42.4500,73,"COOP","198278"
"198367","TAUNTON",-71.0667,41.9000,6,"COOP","198367"
"198573","TULLY LAKE",-72.2167,42.6333,210,"COOP","198573"
"198757","WALPOLE 2",-71.2500,42.1667,50,"COOP","198757"
"198793","WARE",-72.2500,42.2667,125,"COOP","198793"
"199316","WEST MEDWAY",-71.4333,42.1333,64,"COOP","199316"
"199972","WORTHINGTON",-72.9167,42.3833,392,"COOP","199972"
"200032","ADRIAN 2 NNE",-84.0158,41.9164,243,"COOP","200032"
"200094","ALBION",-84.7731,42.2469,287,"COOP","200094"
"200146","ALMA",-84.6667,43.3833,232,"COOP","200146"
"200166","ALPENA 10 NW",-83.5906,45.1628,226,"COOP","200166"
"200228","ANN ARBOR SE",-83.6933,42.2417,254,"COOP","200228"
"200230","ANN ARBOR UN",-83.7108,42.2947,274,"COOP","200230"
"200343","ATLANTA 5 WN",-84.2331,45.0283,360,"COOP","200343"
"200373","AVOCA 4 N",-82.6886,43.1256,235,"COOP","200373"
"200417","BAD AXE",-82.9931,43.8078,228,"COOP","200417"
"200420","BAD AXE 8 EN",-82.8669,43.8558,227,"COOP","200420"
"200446","BALDWIN",-85.8503,43.9000,255,"COOP","200446"
"200718","BERGLAND DAM",-89.5475,46.5869,396,"COOP","200718"
"200758","BEULAH 7 SSW",-86.1311,44.5317,236,"COOP","200758"
"200779","BIG RAPIDS W",-85.4822,43.7072,283,"COOP","200779"
"200842","BLISSFIELD 1",-83.8706,41.8242,210,"COOP","200842"
"200864","BLOOMINGDALE",-85.9625,42.3842,221,"COOP","200864"
"200925","BOYNE FALLS",-84.9139,45.1675,222,"COOP","200925"
"201052","BROWN CITY",-82.9906,43.2172,247,"COOP","201052"
"201238","CAPAC 2 N",-82.9236,43.0486,249,"COOP","201238"
"201299","CARO WWTP",-83.3919,43.4839,210,"COOP","201299"
"201439","CHAMPION VAN",-87.9858,46.5192,487,"COOP","201439"
"201468","CHARLEVOIX",-85.2672,45.3172,181,"COOP","201468"
"201486","CHATHAM EXP",-86.9167,46.3333,265,"COOP","201486"
"201492","CHEBOYGAN",-84.4717,45.6522,179,"COOP","201492"
"201522","CHESANING",-84.1200,43.1842,192,"COOP","201522"
"201675","COLDWATER ST",-84.9925,41.9622,300,"COOP","201675"
"201780","COPPER HARBO",-87.8669,47.4675,191,"COOP","201780"
"201802","CORNELL 5 SE",-87.1589,45.8269,244,"COOP","201802"
"201896","CROSS VILLAG",-85.0142,45.6414,220,"COOP","201896"
"202015","DEARBORN",-83.2314,42.3167,184,"COOP","202015"
"202094","DETOUR VILLA",-83.9011,45.9983,181,"COOP","202094"
"202250","DOWAGIAC 1 W",-86.1333,41.9833,226,"COOP","202250"
"202381","EAST JORDAN",-85.1325,45.1519,178,"COOP","202381"
"202395","EAST LANSING",-84.4850,42.6742,268,"COOP","202395"
"202423","EAST TAWAS",-83.5033,44.2842,179,"COOP","202423"
"202445","EAU CLAIRE 4",-86.2500,42.0167,265,"COOP","202445"
"202631","ESSEXVILLE",-83.8456,43.6156,179,"COOP","202631"
"202691","FARMINGTON",-83.3625,42.4669,219,"COOP","202691"
"202788","FIFE LAKE 3",-85.4133,44.5650,339,"COOP","202788"
"202804","FILION 5 NNW",-83.0831,43.9158,194,"COOP","202804"
"202851","FLINT 7 W",-83.7694,43.0378,207,"COOP","202851"
"202984","FRANKFORT 2",-86.2003,44.6486,266,"COOP","202984"
"203099","GAYLORD 9 SS",-84.7192,44.9075,447,"COOP","203099"
"203391","GRAYLING",-84.6994,44.6542,346,"COOP","203391"
"203429","GREENVILLE 2",-85.2422,43.2025,269,"COOP","203429"
"203477","GROSSE POINT",-82.8892,42.4078,175,"COOP","203477"
"203504","GULL LAKE BI",-85.3847,42.3942,277,"COOP","203504"
"203527","HALE 5 SSW",-83.8272,44.3128,257,"COOP","203527"
"203529","HALE LOUD DA",-83.7217,44.4633,222,"COOP","203529"
"203585","HARBOR BEACH",-82.6428,43.8322,181,"COOP","203585"
"203628","HARRISVILLE",-83.2808,44.6819,178,"COOP","203628"
"203639","HARVEY",-87.3547,46.4908,195,"COOP","203639"
"203661","HASTINGS",-85.2833,42.6500,250,"COOP","203661"
"203744","HERMAN",-88.3500,46.6667,530,"COOP","203744"
"203769","HESPERIA 4 W",-86.1056,43.5908,238,"COOP","203769"
"203823","HILLSDALE",-84.6408,41.9356,329,"COOP","203823"
"203913","HOPE 2 SE",-84.3097,43.7494,202,"COOP","203913"
"203917","HOUGHTON MTU",-88.5500,47.1167,259,"COOP","203917"
"203930","HOUGHTON LAK",-84.7747,44.3122,354,"COOP","203930"
"203932","HOUGHTON LAK",-84.8922,44.3119,346,"COOP","203932"
"203947","HOWELL WWTP",-83.9322,42.5936,280,"COOP","203947"
"203969","HUDSON 3 E",-84.2939,41.8483,267,"COOP","203969"
"204078","IONIA 2 SSW",-85.0778,42.9531,245,"COOP","204078"
"204090","IRON MTN-KIN",-88.0842,45.7858,326,"COOP","204090"
"204104","IRONWOOD",-90.1833,46.4667,436,"COOP","204104"
"204257","KALKASKA",-85.1728,44.7281,315,"COOP","204257"
"204320","KENT CITY 2",-85.7717,43.1994,256,"COOP","204320"
"204399","KINGSLEY 2 W",-85.5722,44.5694,331,"COOP","204399"
"204419","KINROSS 2N",-84.5086,46.3075,216,"COOP","204419"
"204502","LAKE CITY EX",-85.2050,44.3089,375,"COOP","204502"
"204655","LAPEER WWTP",-83.3075,43.0608,250,"COOP","204655"
"204793","LINDEN WWTP",-83.8036,42.8136,263,"COOP","204793"
"204797","LINWOOOD 7W",-84.0925,43.7533,198,"COOP","204797"
"204808","LEXINGTON WA",-82.5328,43.2631,190,"COOP","204808"
"204944","LOWELL",-85.3394,42.9289,195,"COOP","204944"
"204954","LUDINGTON 4",-86.3942,43.9064,210,"COOP","204954"
"204967","LUPTON 1 S",-84.0233,44.4200,256,"COOP","204967"
"205050","MANCHESTER",-84.0236,42.1508,294,"COOP","205050"
"205065","MANISTEE 3 S",-86.2939,44.2114,204,"COOP","205065"
"205097","MAPLE CITY 1",-85.8350,44.8553,244,"COOP","205097"
"205168","MARLETTE",-83.0736,43.3283,258,"COOP","205168"
"205434","MIDLAND",-84.2011,43.6089,195,"COOP","205434"
"205450","MILAN 4 ESE",-83.6186,42.0664,204,"COOP","205450"
"205452","MILFORD GM P",-83.6844,42.5794,302,"COOP","205452"
"205488","MILLINGTON 3",-83.4800,43.2583,250,"COOP","205488"
"205531","MIO HYDRO PL",-84.1317,44.6611,293,"COOP","205531"
"205563","MONROE WWTP",-83.3697,41.9025,175,"COOP","205563"
"205591","MORAN",-84.8361,45.9903,212,"COOP","205591"
"205603","MORENCI",-84.2147,41.7217,235,"COOP","205603"
"205637","MOTT ISLAND",-88.5500,48.1000,186,"COOP","205637"
"205662","MT PLEASANT",-84.7697,43.5858,243,"COOP","205662"
"205690","MUNISING",-86.6628,46.4122,207,"COOP","205690"
"205807","NEW BALTIMOR",-82.8044,42.6503,174,"COOP","205807"
"205816","NEWBERRY 3 S",-85.5106,46.3133,259,"COOP","205816"
"206007","NORTHPORT 2",-85.6472,45.1319,227,"COOP","206007"
"206012","NW MICHIGAN",-85.6753,44.8831,250,"COOP","206012"
"206184","ONAWAY 4 N",-84.2236,45.4108,227,"COOP","206184"
"206220","ONTONAGON 6",-89.2000,46.8333,241,"COOP","206220"
"206300","OWOSSO WWTP",-84.1800,43.0161,223,"COOP","206300"
"206303","OXFORD 1 S",-83.2569,42.8094,317,"COOP","206303"
"206442","PELLSTON AIR",-84.7869,45.5708,218,"COOP","206442"
"206587","PINCONNING W",-83.9561,43.8567,179,"COOP","206587"
"206658","PONTIAC WWTP",-83.2556,42.6389,271,"COOP","206658"
"206662","PORT AUSTIN",-82.9703,44.0469,184,"COOP","206662"
"206663","PORT HOPE",-82.7158,43.9483,183,"COOP","206663"
"206680","PORT HURON",-82.4194,42.9750,180,"COOP","206680"
"207094","ROGERS CITY",-83.8156,45.4169,187,"COOP","207094"
"207103","ROMEO 3 SE",-82.9392,42.7800,219,"COOP","207103"
"207190","RUDYARD 4 N",-84.5764,46.2958,230,"COOP","207190"
"207220","SAGINAW 9 W",-84.1317,43.4100,183,"COOP","207220"
"207222","SAGINAW # 3",-83.9558,43.4128,183,"COOP","207222"
"207274","ST IGNACE MA",-84.7228,45.8489,181,"COOP","207274"
"207277","ST JAMES 4SS",-85.5464,45.6911,205,"COOP","207277"
"207280","ST JOHNS",-84.5542,43.0114,226,"COOP","207280"
"207308","SALINE",-83.7819,42.1611,229,"COOP","207308"
"207312","SALINE 4 SW",-83.8200,42.1236,256,"COOP","207312"
"207350","SANDUSKY",-82.8192,43.4194,236,"COOP","207350"
"207364","SAULT STE MA",-84.4025,46.4867,192,"COOP","207364"
"207419","SEBEWAING",-83.4592,43.7319,178,"COOP","207419"
"207690","SOUTH HAVEN",-86.2833,42.4000,189,"COOP","207690"
"207742","SPALDING 1 S",-87.5053,45.6844,262,"COOP","207742"
"207812","STAMBAUGH 2",-88.6278,46.0556,442,"COOP","207812"
"207820","STANDISH 5 S",-84.0378,43.9472,197,"COOP","207820"
"207867","STEPHENSON 8",-87.7500,45.4500,216,"COOP","207867"
"208043","TAHQUAMENON",-85.2242,46.6011,227,"COOP","208043"
"208080","TECUMSEH",-83.9336,42.0028,238,"COOP","208080"
"208184","THREE RIVERS",-85.6333,41.9333,247,"COOP","208184"
"208202","TIPTON 2 WNW",-84.1114,42.0283,296,"COOP","208202"
"208249","TRAVERSE CIT",-85.6442,44.7608,194,"COOP","208249"
"208293","TROUT LAKE 2",-85.0728,46.1989,265,"COOP","208293"
"208417","VANDERBILT 1",-84.4397,45.1703,276,"COOP","208417"
"208443","VASSAR",-83.5828,43.3656,192,"COOP","208443"
"208772","WELLSTON TIP",-85.9394,44.2586,198,"COOP","208772"
"208774","WELLSTON 1 S",-85.9611,44.2094,234,"COOP","208774"
"208800","WEST BRANCH",-84.2011,44.2542,270,"COOP","208800"
"208869","WHEELER 7 NE",-84.3886,43.4806,208,"COOP","208869"
"208920","WHITEFISH PO",-84.9786,46.7531,184,"COOP","208920"
"208941","WHITE LAKE 4",-83.4722,42.6975,321,"COOP","208941"
