This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"403280","FRANKLIN SEW",-86.8667,35.9333,200,"COOP"
"457059","RITZVILLE 1",-118.3667,47.1167,579,"COOP"
"13E18S","MEADOW LAKE",-113.3189,44.4414,2789,"SNOTEL"
"415265","LITTLEFIELD",-102.3500,33.9333,1095,"COOP"
"282023","CRANFORD",-74.3000,40.6500,23,"COOP"
"307035","RHINEBECK 4",-73.8667,41.8833,97,"COOP"
"310982","BOONE 2 WNW",-81.7167,36.2333,1049,"COOP"
"102942","EMMETT 2 E",-116.4667,43.8500,728,"COOP"
"AGP","AGNEW PASS",-119.1430,37.7280,2880,"CDEC"
"044890","LEMON COVE",-119.0333,36.3833,156,"COOP"
"044957","LINDSAY",-119.0500,36.2000,128,"COOP"
"307705","SHERBURNE 2",-75.4833,42.6500,329,"COOP"
"252820","FAIRBURY",-97.1667,40.1500,436,"COOP"
"482054","CORA",-110.0000,42.9333,2238,"COOP"
"045233","MADERA",-120.0333,36.9500,82,"COOP"
"073595","GREENWOOD 2N",-75.5833,38.8333,14,"COOP"
"93112","SAN DIEGO NO",-117.2146,32.6978,15,"WBAN"
"317994","SMITHFIELD",-78.3500,35.5167,46,"COOP"
"06N03S","CHAMITA",-106.6567,36.9561,2560,"SNOTEL"
"357641","SEASIDE",-123.9167,45.9833,3,"COOP"
"045756","MOJAVE",-118.1667,35.0500,834,"COOP"
"07K12S","BISON LAKE",-107.3567,39.7647,3316,"SNOTEL"
"108535","SODA SPRINGS",-111.5833,42.6500,1781,"COOP"
"419499","WATER VALLEY",-100.7333,31.6667,646,"COOP"
"443267","GALAX RADIO",-80.9167,36.6667,727,"COOP"
"046635","PALM SPRINGS",-116.5000,33.8333,130,"COOP"
"314860","LAURINBURG",-79.4500,34.7500,64,"COOP"
"422057","DEER CREEK D",-111.5333,40.4000,1606,"COOP"
"103110","FAIRFIELD 3",-114.7500,43.3167,1530,"COOP"
"452157","DIABLO DAM",-121.1500,48.7167,272,"COOP"
"470273","ARBORETUM UN",-89.4333,43.0333,264,"COOP"
"AHV","ASH VALLEY",-120.7060,41.0580,1551,"CDEC"
"033862","KEO",-92.0072,34.6053,70,"COOP"
"09S06S","BEAVER HEAD",-109.2164,33.6914,2435,"SNOTEL"
"046719","PASADENA",-118.1500,34.1500,263,"COOP"
"444128","HOT SPRINGS",-79.8333,38.0000,682,"COOP"
"032930","GRAVETTE",-94.4500,36.4333,384,"COOP"
"275868","NEWPORT",-72.1833,43.3833,241,"COOP"
"296812","PIETOWN 19 N",-107.9000,34.5000,2427,"COOP"
"422864","FLAMING GORG",-109.4167,40.9333,1911,"COOP"
"325730","MC HENRY 3 W",-98.6500,47.5833,474,"COOP"
"391972","COTTONWOOD 2",-101.8667,43.9667,736,"COOP"
"145744","NEWTON 2 SW",-97.3833,38.0333,441,"COOP"
"204078","IONIA 2 SSW",-85.0833,42.9500,245,"COOP"
"335356","MINERAL RIDG",-80.7833,41.1500,271,"COOP"
"017304","SCOTTSBORO",-86.0500,34.6833,187,"COOP"
"249175","WYOLA 1 SW",-107.4167,45.1167,1143,"COOP"
"461588","CHARLES TOWN",-77.8500,39.2833,158,"COOP"
"314456","JACKSON",-77.4167,36.4000,30,"COOP"
"202015","DEARBORN",-83.2333,42.3167,184,"COOP"
"473453","HARTFORD 2 W",-88.4000,43.3167,299,"COOP"
"237514","SALISBURY",-92.8333,39.4333,223,"COOP"
"331541","CHIPPEWA LAK",-81.9361,41.0517,360,"COOP"
"ALD","ALDER POINT",-123.7120,40.2320,281,"CDEC"
"085612","MELBOURNE WS",-80.6500,28.1167,11,"COOP"
"202250","DOWAGIAC 1 W",-86.1333,41.9833,226,"COOP"
"07F01S","BEAR TRAP ME",-107.0667,43.8833,2499,"SNOTEL"
"407459","PULASKI WATE",-87.0333,35.2000,199,"COOP"
"120177","ANDERSON SEW",-85.7167,40.1000,258,"COOP"
"273626","GREENLAND",-70.8333,43.0167,26,"COOP"
"112193","DECATUR",-89.0167,39.8333,189,"COOP"
"155694","MURRAY",-88.3000,36.6000,161,"COOP"
"235307","MARSHFIELD",-92.9000,37.3333,454,"COOP"
"049699","WILLOWS 6 W",-122.3000,39.5167,71,"COOP"
"ANZ","ANZA",-116.6730,33.5580,1195,"CDEC"
"049855","YOSEMITE PAR",-119.5833,37.7500,1209,"COOP"
"466989","PICKENS 2 N",-80.2000,38.6667,878,"COOP"
"480740","BILLY CREEK",-106.7167,44.1333,1516,"COOP"
"425733","MOAB",-109.5500,38.5833,1232,"COOP"
"ARG","ARROYO GRAND",-120.4170,35.1170,183,"CDEC"
"051179","BYERS 5 ENE",-104.1333,39.7500,1554,"COOP"
"028112","SOUTH PHOENI",-112.0667,33.3833,352,"COOP"
"237963","SPICKARD 7 W",-93.7167,40.2500,267,"COOP"
"304731","LIBERTY 1 NE",-74.7333,41.8000,472,"COOP"
"051458","CENTER 4 SSW",-106.1333,37.7000,2339,"COOP"
"013511","GREENSBORO",-87.5833,32.7000,67,"COOP"
"032978","GREERS FERRY",-92.0000,35.5167,161,"COOP"
"257318","ROSE 10 WNW",-99.7000,42.2000,774,"COOP"
"458520","TONASKET 4 N",-119.4167,48.7833,293,"COOP"
"358407","THE DALLES",-121.2000,45.6000,31,"COOP"
"051609","CIMARRON",-107.5667,38.4500,2102,"COOP"
"051964","CRESTONE 1 S",-105.6833,37.9833,2473,"COOP"
"10G22S","INDIAN CREEK",-110.6775,42.3014,2873,"SNOTEL"
"383111","FLORENCE 8 N",-79.7333,34.3000,37,"COOP"
"296676","PECOS NATION",-105.6833,35.5500,2096,"COOP"
"052184","DEL NORTE",-106.3500,37.6667,2402,"COOP"
"445828","MOUNT LAKE B",-80.5239,37.3756,1180,"COOP"
"052965","FLORISSANT F",-105.2833,38.8833,2573,"COOP"
"422828","FILLMORE",-112.3167,38.9500,1561,"COOP"
"053489","GRAND JUNCTI",-108.4500,39.0500,1451,"COOP"
"053496","GRAND LAKE 1",-105.8333,40.2667,2658,"COOP"
"21C26S","LONE PINE",-121.9636,46.2722,1158,"SNOTEL"
"BCB","BLACKCAP BAS",-118.7700,37.0670,3139,"CDEC"
"053541","GREAT SAND D",-105.5333,37.7167,2475,"COOP"
"310241","ARCOLA",-77.9833,36.2833,101,"COOP"
"046699","PARKER RESER",-114.1667,34.2833,225,"COOP"
"340755","BILLINGS",-97.4500,36.5333,305,"COOP"
"BCH","BEACH MEADOW",-118.2930,36.1270,2332,"CDEC"
"040029","ADIN RS",-120.9500,41.2000,1279,"COOP"
"461723","CLENDENIN",-81.3500,38.4833,210,"COOP"
"342944","ERICK 4 E",-99.8000,35.2000,605,"COOP"
"19L24S","HEAVENLY VAL",-119.9169,38.9242,2697,"SNOTEL"
"105980","MINIDOKA DAM",-113.4833,42.6667,1283,"COOP"
"471847","COUDERAY 7 W",-91.4500,45.8667,396,"COOP"
"429152","WAH WAH RANC",-113.4333,38.4833,1487,"COOP"
"411772","CLARKSVILLE",-95.0333,33.6333,133,"COOP"
"166582","NATCHITOCHES",-93.1000,31.7667,40,"COOP"
"096244","NASHVILLE 4",-83.2167,31.2500,78,"COOP"
"412394","DENISON DAM",-96.5667,33.8167,187,"COOP"
"387589","SALEM 5 NNE",-82.9500,34.9500,335,"COOP"
"013251","GENEVA NO 2",-85.8833,31.0500,44,"COOP"
"246304","OVANDO 9 SSE",-113.0667,46.9000,1297,"COOP"
"214546","LAMBERTON SW",-95.3167,44.2500,349,"COOP"
"055322","MANASSA",-105.9500,37.1667,2344,"COOP"
"030458","BATESVILLE L",-91.7736,35.8283,174,"COOP"
"058436","TRINIDAD LAK",-104.5500,37.1500,1923,"COOP"
"055797","MT EVANS RES",-105.6000,39.6500,3240,"COOP"
"324418","JAMESTOWN ST",-98.6833,46.8833,447,"COOP"
"07H03S","SANDSTONE RS",-107.1706,41.1117,2484,"SNOTEL"
"236357","OREGON",-95.1333,39.9667,319,"COOP"
"055484","MEEKER 3 W",-107.9500,40.0167,1884,"COOP"
"465224","LEWISBURG 3",-80.4000,37.8500,702,"COOP"
"276818","PINKHAM NOTC",-71.2500,44.2667,612,"COOP"
"308627","TULLY HEIBER",-76.0833,42.7667,579,"COOP"
"051564","CHEYENNE WEL",-102.3500,38.8167,1295,"COOP"
"BGR","BANGOR",-121.3830,39.3820,244,"CDEC"
"222896","EUPORA 2 E",-89.2333,33.5500,134,"COOP"
"475017","MANITOWOC",-87.6833,44.1000,201,"COOP"
"305796","NEW YORK AVE",-73.9833,40.6000,6,"COOP"
"450945","BUCKLEY 1 NE",-122.0000,47.1667,209,"COOP"
"331592","CIRCLEVILLE",-82.9500,39.6167,205,"COOP"
"058931","WESTCLIFFE",-105.4833,38.1333,2396,"COOP"
"105678","MASSACRE ROC",-113.0000,42.6667,1282,"COOP"
"033466","HOT SPRINGS",-93.0500,34.5167,207,"COOP"
"260800","BEOWAWE U OF",-116.5833,39.9000,1750,"COOP"
"057515","SEDGWICK 5 S",-102.5167,40.8500,1216,"COOP"
"057866","SPRINGFIELD",-102.7500,37.3667,1409,"COOP"
"144559","LAWRENCE",-95.2667,38.9667,299,"COOP"
"417300","PROCTOR RESE",-98.5000,31.9667,372,"COOP"
"041864","COALINGA",-120.3667,36.1333,204,"COOP"
"354670","LAKEVIEW 2 N",-120.3667,42.2167,1456,"COOP"
"145852","NORTON DAM",-99.9333,39.8167,713,"COOP"
"BIM","BIG MEADOWS",-118.8420,36.7170,2316,"CDEC"
"351897","COTTAGE GROV",-123.0667,43.7833,198,"COOP"
"362721","EVERETT",-78.3667,40.0167,305,"COOP"
"417206","POST",-101.3833,33.1833,799,"COOP"
"032355","EUDORA",-91.1500,33.0667,41,"COOP"
"413005","EVANT 1 SSW",-98.1667,31.4667,379,"COOP"
"115950","MOWEAQUA",-89.0333,39.6333,187,"COOP"
"353908","HILLSBORO",-122.9833,45.5167,49,"COOP"
"242857","FAIRFIELD",-111.9833,47.6167,1214,"COOP"
"058429","TRINIDAD",-104.4833,37.1667,1838,"COOP"
"354622","LA GRANDE",-118.0833,45.3167,840,"COOP"
"11E37S","CRAB CREEK",-111.9931,44.4197,2091,"SNOTEL"
"202094","DETOUR VILLA",-83.9000,45.9833,181,"COOP"
"293142","FARMINGTON A",-108.3167,36.7000,1715,"COOP"
"413622","GONZALES 2 N",-97.4500,29.5333,114,"COOP"
"161292","BURAS",-89.5167,29.3333,2,"COOP"
"134894","LOGAN",-95.7833,41.6333,302,"COOP"
"058907","WELLINGTON 5",-105.1097,40.7256,1603,"COOP"
"321370","CARSON",-101.5714,46.4206,704,"COOP"
"450729","BLAINE",-122.7500,49.0000,18,"COOP"
"260718","BEATTY 8 N",-116.7167,37.0000,1082,"COOP"
"264745","LUND",-115.0000,38.8500,1698,"COOP"
"258090","SPRINGVIEW",-99.7500,42.8167,747,"COOP"
"416177","NACOGDOCHES",-94.6500,31.6167,133,"COOP"
"235253","MARBLE HILL",-89.9667,37.3000,119,"COOP"
"442245","DANVILLE",-79.3833,36.5833,125,"COOP"
"211390","CEDAR",-93.2833,45.3167,276,"COOP"
"BLB","BLACK BUTTE",-122.3290,39.8080,130,"CDEC"
"129430","WEST LAFAYET",-87.0000,40.4667,215,"COOP"
"416794","PARIS",-95.5667,33.6667,165,"COOP"
"BLT","BEN BOLT",-121.0170,38.5860,347,"CDEC"
"040790","BIG SUR STAT",-121.7833,36.2500,61,"COOP"
"315923","MOUNT MITCHE",-82.2667,35.7667,1902,"COOP"
"054834","LAS ANIMAS",-103.2167,38.0667,1186,"COOP"
"394556","KEYSTONE",-103.4167,43.9000,1352,"COOP"
"241297","BUSBY",-106.9667,45.5333,1045,"COOP"
"054945","LEROY 5 WSW",-103.0000,40.5167,1362,"COOP"
"320766","BEULAH 1 W",-101.7833,47.2667,544,"COOP"
"079605","WILMINGTON P",-75.5414,39.7739,82,"COOP"
"322536","EDMUNDS ARRO",-98.8667,47.2667,445,"COOP"
"025924","NOGALES 6 N",-110.9667,31.4500,1085,"COOP"
"082418","DRY TORTUGAS",-82.8667,24.6333,3,"COOP"
"082915","FEDERAL POIN",-81.5333,29.7500,2,"COOP"
"168543","SLIDELL WSMO",-89.8167,30.3333,8,"COOP"
"089430","WEEKI WACHEE",-82.5833,28.5167,6,"COOP"
"449181","WINCHESTER W",-78.1500,39.1833,219,"COOP"
"087205","PLANT CITY",-82.1333,28.0167,37,"COOP"
"026653","PLEASANT VAL",-110.9333,34.1000,1539,"COOP"
"414982","LAKE KEMP",-99.1500,33.7500,356,"COOP"
"089707","WINTER HAVEN",-81.7333,28.0167,44,"COOP"
