This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"403280","FRANKLIN SEW",-86.8667,35.9333,200,"COOP"
"457059","RITZVILLE 1",-118.3667,47.1167,579,"COOP"
"13E18S","MEADOW LAKE",-113.3189,44.4414,2789,"SNOTEL"
"415265","LITTLEFIELD",-102.3500,33.9333,1095,"COOP"
"ABEI","ABERDEEN",-112.8267,42.9533,1341,"AGRIMET"
"282023","CRANFORD",-74.3000,40.6500,23,"COOP"
"310982","BOONE 1 SE",-81.6442,36.2114,1024,"COOP"
"102942","EMMETT 2 E",-116.4667,43.8500,728,"COOP"
"044523","KERN RIVER P",-118.4389,35.7831,824,"COOP"
"044671","LAKE ARROWHE",-117.1833,34.2500,1586,"COOP"
"044838","LAVA BEDS NA",-121.5000,41.7333,1454,"COOP"
"044890","LEMON COVE",-119.0333,36.3833,156,"COOP"
"044997","LIVERMORE",-121.7833,37.7000,146,"COOP"
"307705","SHERBURNE 2",-75.4833,42.6500,329,"COOP"
"252820","FAIRBURY",-97.1886,40.1403,401,"COOP"
"057309","RUXTON PARK",-104.9833,38.8500,2758,"COOP"
"317994","SMITHFIELD",-78.3500,35.5167,46,"COOP"
"045123","LOS GATOS",-121.9667,37.2333,111,"COOP"
"06N03S","CHAMITA",-106.6567,36.9561,2560,"SNOTEL"
"CYYZ","TORONTO/PEAR",-79.6300,43.6700,173,"ASOS"
"357641","SEASIDE",-123.9167,45.9833,3,"COOP"
"045311","MANZANITA LA",-121.5833,40.7333,1752,"COOP"
"07K12S","BISON LAKE",-107.3567,39.7647,3316,"SNOTEL"
"452548","ELWHA R S",-123.5833,48.0333,110,"COOP"
"108535","SODA SPRINGS",-111.5833,42.6514,1781,"COOP"
"419499","WATER VALLEY",-100.7333,31.6667,646,"COOP"
"443267","GALAX RADIO",-80.9167,36.6667,727,"COOP"
"045866","MORRO BAY FI",-120.8500,35.3667,35,"COOP"
"045933","MOUNT HAMILT",-121.6500,37.3500,1282,"COOP"
"314860","LAURINBURG",-79.4500,34.7500,64,"COOP"
"422057","DEER CREEK D",-111.5333,40.4000,1606,"COOP"
"KSBY","SALISBURY RE",-75.5103,38.3406,16,"ASOS"
"103110","FAIRFIELD 3",-114.7500,43.3167,1530,"COOP"
"K3B1","GREENVILLE,",-69.5517,45.4631,427,"ASOS"
"452157","DIABLO DAM",-121.1500,48.7167,272,"COOP"
"470273","ARBORETUM UN",-89.4333,43.0333,264,"COOP"
"046074","NAPA STATE H",-122.2667,38.2833,11,"COOP"
"046175","NEWPORT BEAC",-117.8833,33.6000,3,"COOP"
"09S06S","BEAVER HEAD",-109.2164,33.6914,2435,"SNOTEL"
"480484","BAGGS",-107.6500,41.0333,1902,"COOP"
"046377","OCEANSIDE MA",-117.4000,33.2167,3,"COOP"
"032930","GRAVETTE",-94.4500,36.4333,384,"COOP"
"275868","NEWPORT",-72.1833,43.3833,241,"COOP"
"296812","PIETOWN 19 N",-107.9000,34.5000,2427,"COOP"
"422864","FLAMING GORG",-109.4117,40.9317,1911,"COOP"
"325730","MC HENRY 3 W",-98.6422,47.5808,474,"COOP"
"046635","PALM SPRINGS",-116.5000,33.8333,130,"COOP"
"391972","COTTONWOOD 2",-101.8667,43.9667,736,"COOP"
"204078","IONIA 2 SSW",-85.0833,42.9500,245,"COOP"
"335356","MINERAL RIDG",-80.7833,41.1500,271,"COOP"
"461588","CHARLES TOWN",-77.8500,39.2833,155,"COOP"
"048380","SOUTH ENTR Y",-119.6333,37.5000,1560,"COOP"
"202015","DEARBORN",-83.2333,42.3167,184,"COOP"
"331541","CHIPPEWA LAK",-81.9361,41.0517,360,"COOP"
"047404","RICHARDSON G",-123.7931,40.0256,152,"COOP"
"047414","RICHMOND",-122.3772,37.9192,1,"COOP"
"KTEB","TETERBORO AI",-74.0567,40.8589,2,"ASOS"
"047643","SAINT HELENA",-122.4833,38.5167,69,"COOP"
"047807","SAN GREGORIO",-122.3667,37.3000,84,"COOP"
"057515","SEDGWICK 5 S",-102.5169,40.8656,1216,"COOP"
"143867","HUMBOLDT",-95.4458,37.8119,287,"COOP"
"085612","MELBOURNE WS",-80.6500,28.1167,11,"COOP"
"202250","DOWAGIAC 1 W",-86.1333,41.9833,226,"COOP"
"048135","SHASTA DAM",-122.4161,40.7142,328,"COOP"
"048758","TAHOE CITY",-120.1333,39.1667,1899,"COOP"
"120177","ANDERSON SEW",-85.7167,40.1000,258,"COOP"
"273626","GREENLAND",-70.8333,43.0167,26,"COOP"
"112193","DECATUR",-89.0147,39.8244,189,"COOP"
"049440","WARM SPRINGS",-123.0000,38.7167,68,"COOP"
"466989","PICKENS 2 N",-80.1956,38.6786,878,"COOP"
"049490","WEAVERVILLE",-122.9439,40.7364,625,"COOP"
"049621","WHISKEYTOWN",-122.5283,40.6108,395,"COOP"
"248430","TWIN BRIDGES",-112.3333,45.5500,1410,"COOP"
"480740","BILLY CREEK",-106.7167,44.1333,1516,"COOP"
"425733","MOAB",-109.5500,38.5833,1232,"COOP"
"237963","SPICKARD 7 W",-93.7167,40.2500,267,"COOP"
"304731","LIBERTY 1 NE",-74.7333,41.8000,472,"COOP"
"300063","ALCOVE DAM",-73.9333,42.4667,183,"COOP"
"049866","YREKA",-122.6408,41.7036,800,"COOP"
"050185","ALLENSPARK 1",-105.5358,40.2003,2627,"COOP"
"032978","GREERS FERRY",-92.0000,35.5167,161,"COOP"
"458520","TONASKET 4 N",-119.4167,48.7833,293,"COOP"
"358407","THE DALLES",-121.2000,45.6000,31,"COOP"
"KEUG","EUGENE/MAHLO",-123.2144,44.1333,111,"ASOS"
"051713","COCHETOPA CR",-106.7611,38.4461,2438,"COOP"
"383111","FLORENCE 8 N",-79.7403,34.2931,37,"COOP"
"250435","AUBURN 5 ESE",-95.7500,40.3667,283,"COOP"
"089707","WINTER HAVEN",-81.7333,28.0167,44,"COOP"
"395561","MILLER",-98.9833,44.5167,485,"COOP"
"422828","FILLMORE",-112.3283,38.9661,1561,"COOP"
"053146","FRUITA 1 W",-108.7500,39.1667,1366,"COOP"
"046699","PARKER RESER",-114.1667,34.2833,225,"COOP"
"340755","BILLINGS",-97.4500,36.5333,305,"COOP"
"040029","ADIN RS",-120.9500,41.2000,1279,"COOP"
"053553","GREELEY UNC",-104.7042,40.4019,1437,"COOP"
"054444","KARVAL",-103.5428,38.7411,1547,"COOP"
"054452","KASSLER",-105.1000,39.5000,1677,"COOP"
"KPHL","PHILADELPHIA",-75.2311,39.8683,6,"ASOS"
"461723","CLENDENIN",-81.3328,38.4900,210,"COOP"
"342944","ERICK 4 E",-99.8000,35.2000,605,"COOP"
"19L24S","HEAVENLY VAL",-119.9169,38.9242,2697,"SNOTEL"
"105980","MINIDOKA DAM",-113.4856,42.6717,1283,"COOP"
"471847","COUDERAY 7 W",-91.4500,45.8667,396,"COOP"
"054762","LAKEWOOD",-105.1333,39.7500,1719,"COOP"
"411772","CLARKSVILLE",-95.0333,33.6333,133,"COOP"
"166582","NATCHITOCHES",-93.0956,31.7722,40,"COOP"
"055236","LOVELAND NCW",-105.1167,40.4000,1536,"COOP"
"014226","JASPER",-87.2833,33.9000,158,"COOP"
"055327","MANCOS",-108.2947,37.3425,2128,"COOP"
"055422","MASSADONA 3",-108.6042,40.2850,1885,"COOP"
"387589","SALEM 5 NNE",-82.9475,34.9469,330,"COOP"
"013251","GENEVA NO 2",-85.8833,31.0500,44,"COOP"
"214546","LAMBERTON SW",-95.3167,44.2500,349,"COOP"
"030458","BATESVILLE L",-91.7736,35.8283,174,"COOP"
"BSH","BISHOP PASS",-118.5570,37.1000,3414,"CDEC"
"058436","TRINIDAD LAK",-104.5500,37.1500,1923,"COOP"
"133473","GRINNELL 3 S",-92.7333,41.7167,307,"COOP"
"056765","PUEBLO RESER",-104.7167,38.2667,1480,"COOP"
"07H03S","SANDSTONE RS",-107.1706,41.1117,2484,"SNOTEL"
"236357","OREGON",-95.1333,39.9667,319,"COOP"
"055484","MEEKER 3 W",-107.9608,40.0236,1884,"COOP"
"465224","LEWISBURG 3",-80.4000,37.8500,702,"COOP"
"276818","PINKHAM NOTC",-71.2500,44.2667,612,"COOP"
"07E12S","SUCKER CREEK",-107.4000,44.7167,2707,"SNOTEL"
"KSGU","SAINT GEORGE",-113.6000,37.0800,896,"ASOS"
"294009","HILLSBORO",-107.5667,32.9333,1606,"COOP"
"308627","TULLY HEIBER",-76.0833,42.7667,579,"COOP"
"051564","CHEYENNE WEL",-102.3608,38.8178,1295,"COOP"
"057572","SHEEP MOUNTA",-105.2333,37.7167,2363,"COOP"
"057866","SPRINGFIELD",-102.7500,37.3667,1409,"COOP"
"222896","EUPORA 2 E",-89.2333,33.5500,134,"COOP"
"058064","SUGARLOAF RE",-106.3667,39.2500,2968,"COOP"
"305796","NEW YORK AVE",-73.9833,40.6000,6,"COOP"
"CYYB","NORTH BAY AI",-79.4300,46.3500,371,"ASOS"
"331592","CIRCLEVILLE",-82.9500,39.6167,205,"COOP"
"058931","WESTCLIFFE",-105.4661,38.1317,2399,"COOP"
"260800","BEOWAWE U OF",-116.5875,39.9003,1750,"COOP"
"128442","STENDAL",-87.1333,38.2667,194,"COOP"
"360785","BLUE MARSH L",-76.0333,40.3833,107,"COOP"
"480140","ALTA 1 NNW",-111.0333,43.7833,1960,"COOP"
"144559","LAWRENCE",-95.2667,38.9667,299,"COOP"
"417300","PROCTOR RESE",-98.5000,31.9667,372,"COOP"
"041864","COALINGA",-120.3667,36.1333,204,"COOP"
"145852","NORTON DAM",-99.9386,39.8108,713,"COOP"
"065077","MOUNT CARMEL",-72.9000,41.4000,55,"COOP"
"073595","GREENWOOD 2N",-75.5833,38.8333,14,"COOP"
"082298","DEVILS GARDE",-81.1333,26.6000,6,"COOP"
"115950","MOWEAQUA",-89.0333,39.6333,187,"COOP"
"353908","HILLSBORO",-122.9833,45.5167,49,"COOP"
"KMNM","MENOMINEE (A",-87.6300,45.1300,191,"ASOS"
"082418","DRY TORTUGAS",-82.8667,24.6333,3,"COOP"
"082915","FEDERAL POIN",-81.5333,29.7500,2,"COOP"
"202094","DETOUR VILLA",-83.9000,45.9833,181,"COOP"
"084731","LAKE CITY 2",-82.6000,30.1833,59,"COOP"
"085793","MILTON EXPER",-87.1333,30.7833,66,"COOP"
"293142","FARMINGTON A",-108.3167,36.7000,1715,"COOP"
"413622","GONZALES 2 N",-97.4500,29.5333,114,"COOP"
"KMRF","MARFA MUNI (",-104.0200,30.3700,1481,"ASOS"
"086842","PANAMA CITY",-85.6000,30.2167,10,"COOP"
"134894","LOGAN",-95.7833,41.6333,302,"COOP"
"086880","PARRISH",-82.4333,27.5667,12,"COOP"
"087020","PERRINE 4 W",-80.4333,25.5833,3,"COOP"
"087760","ROYAL PALM R",-80.6000,25.3833,2,"COOP"
"088782","TAMPA BAY AR",-82.4000,27.7000,12,"COOP"
"450729","BLAINE",-122.7500,49.0000,18,"COOP"
"260718","BEATTY 8 N",-116.7167,37.0000,1082,"COOP"
"141029","BREWSTER 4 W",-101.4500,39.3667,1047,"COOP"
"264745","LUND",-115.0072,38.8589,1698,"COOP"
"258090","SPRINGVIEW",-99.7467,42.8247,761,"COOP"
"235253","MARBLE HILL",-89.9667,37.3033,119,"COOP"
"KFGN","FLAG ISLAND",-94.8800,49.3200,328,"ASOS"
"211390","CEDAR",-93.2833,45.3167,276,"COOP"
"090969","BLAIRSVILLE",-83.9333,34.8500,584,"COOP"
"091665","CARTERSVILLE",-84.7833,34.2167,219,"COOP"
"091965","CLARKESVILLE",-83.5247,34.6136,408,"COOP"
"416794","PARIS",-95.5667,33.6667,165,"COOP"
"040790","BIG SUR STAT",-121.7839,36.2500,61,"COOP"
"092493","DALTON",-84.9500,34.7500,213,"COOP"
"315923","MOUNT MITCHE",-82.2769,35.7453,1902,"COOP"
"054834","LAS ANIMAS",-103.2167,38.0667,1186,"COOP"
"394556","KEYSTONE",-103.4100,43.9039,1352,"COOP"
"093621","GAINESVILLE",-83.8500,34.3000,357,"COOP"
"054945","LEROY 5 WSW",-103.0006,40.5106,1362,"COOP"
"322536","EDMUNDS ARRO",-98.8667,47.2667,445,"COOP"
"025924","NOGALES 6 N",-110.9650,31.4444,1085,"COOP"
"101514","CASCADE 1 NW",-116.0500,44.5333,1492,"COOP"
"168543","SLIDELL WSMO",-89.8167,30.3333,8,"COOP"
"089430","WEEKI WACHEE",-82.5833,28.5167,6,"COOP"
"340980","BOSWELL 1 S",-95.8722,34.0211,152,"COOP"
"026653","PLEASANT VAL",-110.9333,34.1000,1539,"COOP"
"414982","LAKE KEMP",-99.1500,33.7500,356,"COOP"
