This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"AHTI","ASHTON",-111.4667,44.0250,1615,"AGRIMET","AHTI"
"BANO","BANDON",-124.4172,43.0911,24,"AGRIMET","BANO"
"BOII","BOISE",-116.1861,43.6208,829,"AGRIMET","BOII"
"CEDC","CEDARVILLE",-120.1714,41.5853,1402,"AGRIMET","CEDC"
"CHVO","CHRISTMAS VA",-120.7281,43.2414,1329,"AGRIMET","CHVO"
"COVM","CORVALLIS",-114.0833,46.3333,1096,"AGRIMET","COVM"
"CRSM","CRESTON",-114.1278,48.1875,899,"AGRIMET","CRSM"
"DRLM","DEER LODGE",-112.7667,46.3356,1426,"AGRIMET","DRLM"
"ECHO","ECHO",-119.3500,45.7111,232,"AGRIMET","ECHO"
"FAFI","FAIRFIELD",-114.8250,43.3083,1536,"AGRIMET","FAFI"
"FOGO","FOREST GROVE",-123.0836,45.5531,55,"AGRIMET","FOGO"
"FTHI","FORT HALL",-112.4311,43.0714,1355,"AGRIMET","FTHI"
"GDVI","GRAND VIEW",-116.0561,42.9125,786,"AGRIMET","GDVI"
"GERW","GEORGE",-119.6422,47.0439,351,"AGRIMET","GERW"
"GFRI","GLENNS FERRY",-115.3569,42.8667,922,"AGRIMET","GFRI"
"GOLW","GOLDENDALE",-120.8244,45.8119,512,"AGRIMET","GOLW"
"HERO","HERMISTON",-119.5122,45.8211,168,"AGRIMET","HERO"
"HRFO","HEREFORD",-118.0200,44.4881,1097,"AGRIMET","HRFO"
"HRHW","HARRAH",-120.5744,46.3847,259,"AGRIMET","HRHW"
"HRMO","HERMISTON (H",-119.2833,45.8194,185,"AGRIMET","HRMO"
"IMBO","IMBLER",-117.9667,45.4333,838,"AGRIMET","IMBO"
"KFLO","KLAMATH FALL",-121.7550,42.1647,1250,"AGRIMET","KFLO"
"KTBI","KETTLE BUTTE",-112.3258,43.5486,1565,"AGRIMET","KTBI"
"LAKO","LAKEVIEW",-120.5231,42.1222,1454,"AGRIMET","LAKO"
"LEGW","LEGROW",-118.9361,46.2053,177,"AGRIMET","LEGW"
"LIDW","LIND",-118.7394,46.8672,450,"AGRIMET","LIDW"
"MALI","MALTA",-113.4139,42.4375,1344,"AGRIMET","MALI"
"MASW","MANSON",-120.1244,47.9169,601,"AGRIMET","MASW"
"MDFO","MEDFORD",-122.9378,42.3311,408,"AGRIMET","MDFO"
"MNTI","MONTEVIEW",-112.5358,44.0150,1480,"AGRIMET","MNTI"
"MRSO","MADRAS",-121.1486,44.6800,744,"AGRIMET","MRSO"
"NMPI","NAMPA",-116.6369,43.4417,803,"AGRIMET","NMPI"
"ODSW","ODESSA",-118.8786,47.3089,503,"AGRIMET","ODSW"
"OMAW","OMAK",-119.5761,48.4025,376,"AGRIMET","OMAW"
"ONTO","ONTARIO",-117.0153,43.9778,689,"AGRIMET","ONTO"
"PARO","PARKDALE",-121.6167,45.5444,451,"AGRIMET","PARO"
"PCYO","PRAIRIE CITY",-118.6278,44.4408,1144,"AGRIMET","PCYO"
"PICI","PICABO",-114.1658,43.3117,1494,"AGRIMET","PICI"
"PMAI","PARMA",-116.9333,43.8000,703,"AGRIMET","PMAI"
"POBO","POWELL BUTTE",-120.9497,44.2483,975,"AGRIMET","POBO"
"RDBM","ROUNDBUTTE",-114.2806,47.5394,927,"AGRIMET","RDBM"
"RPTI","RUPERT",-113.8381,42.5950,1266,"AGRIMET","RPTI"
"RXGI","REXBURG",-111.7667,43.8500,1486,"AGRIMET","RXGI"
"SIGM","ST. IGNATIUS",-114.0981,47.3133,896,"AGRIMET","SIGM"
"010008","ABBEVILLE 1",-85.2500,31.5756,139,"COOP","010008"
"010063","ADDISON",-87.1578,34.2011,240,"COOP","010063"
