This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"059213","WOODROW 6 NN",-103.5678,40.0750,1333,"COOP","059213"
"059243","WRAY 2 E",-102.1889,40.0836,1076,"COOP","059243"
"059265","YAMPA",-106.9092,40.1561,2405,"COOP","059265"
"059275","YELLOW JACKE",-108.7561,37.5206,2107,"COOP","059275"
"059297","YUMA 10 NW",-102.8117,40.2094,1253,"COOP","059297"
"060128","ANSONIA 1 NE",-73.0694,41.3489,43,"COOP","060128"
"060227","BAKERSVILLE",-73.0103,41.8417,182,"COOP","060227"
"060299","BARKHAMSTED",-72.9500,41.9167,201,"COOP","060299"
"060973","BURLINGTON",-72.9333,41.8000,155,"COOP","060973"
"063207","GROTON",-72.0394,41.3506,12,"COOP","063207"
"063857","JEWETT CITY",-71.9014,41.6297,122,"COOP","063857"
"064488","MANSFIELD HO",-72.1833,41.7500,76,"COOP","064488"
"065445","NORFOLK 2 SW",-73.2208,41.9725,408,"COOP","065445"
"065910","NORWICH PUB",-72.0642,41.5269,6,"COOP","065910"
"066655","PUTNAM LAKE",-73.6386,41.0825,91,"COOP","066655"
"067002","ROUND POND",-73.5369,41.3008,244,"COOP","067002"
"067157","SAUGATUCK RE",-73.3500,41.2500,91,"COOP","067157"
"067970","STAMFORD 5 N",-73.5475,41.1247,58,"COOP","067970"
"068138","STORRS",-72.2500,41.8000,198,"COOP","068138"
"069388","WEST THOMPSO",-71.9000,41.9500,110,"COOP","069388"
"069775","WOODBURY",-73.2333,41.5500,198,"COOP","069775"
"072730","DOVER",-75.5167,39.2583,1,"COOP","072730"
"073595","GREENWOOD 2N",-75.5761,38.8161,14,"COOP","073595"
"075320","LEWES",-75.1389,38.7756,5,"COOP","075320"
"075915","MILFORD 2 SE",-75.4250,38.8983,11,"COOP","075915"
"076410","NEWARK UNIVE",-75.7514,39.6694,27,"COOP","076410"
"080236","ARCHBOLD BIO",-81.3508,27.1819,43,"COOP","080236"
"080369","AVON PARK 2",-81.5253,27.5944,47,"COOP","080369"
"080478","BARTOW",-81.8433,27.8986,38,"COOP","080478"
"080598","BELL 4 WNW",-82.9169,29.7692,11,"COOP","080598"
"081046","BROOKSVILLE",-82.3658,28.6164,36,"COOP","081046"
"081163","BUSHNELL 2 E",-82.0828,28.6619,23,"COOP","081163"
"081306","CAPE FLORIDA",-80.1567,25.6719,2,"COOP","081306"
"081544","CHIPLEY 3 E",-85.4833,30.7833,40,"COOP","081544"
"081641","CLERMONT 7 S",-81.7481,28.4503,34,"COOP","081641"
"082220","DE FUNIAK SP",-86.0667,30.7333,70,"COOP","082220"
"082229","DELAND 1 SSE",-81.3106,29.0181,8,"COOP","082229"
"082288","DESOTO CITY",-81.5136,27.3697,35,"COOP","082288"
"082915","FEDERAL POIN",-81.5389,29.7550,2,"COOP","082915"
"082944","FERNANDINA B",-81.4636,30.6589,4,"COOP","082944"
"083020","FLAMINGO RAN",-80.9144,25.1422,1,"COOP","083020"
"083137","FORT DRUM 5",-80.8425,27.5878,22,"COOP","083137"
"083153","FORT GREEN 1",-82.1378,27.5706,34,"COOP","083153"
"083163","FORT LAUDERD",-80.2011,26.1019,5,"COOP","083163"
"083207","FORT PIERCE",-80.3539,27.4622,8,"COOP","083207"
"083470","GLEN ST MARY",-82.1856,30.2717,39,"COOP","083470"
"083874","HASTINGS ARC",-81.4944,29.7219,3,"COOP","083874"
"083909","HIALEAH",-80.2858,25.8175,4,"COOP","083909"
"083956","HIGH SPRINGS",-82.5972,29.8286,20,"COOP","083956"
"083986","HILLSBOROUGH",-82.2269,28.1428,16,"COOP","083986"
"084320","ISLAMORADA",-80.6361,24.9178,2,"COOP","084320"
"084366","JACKSONVILLE",-81.3922,30.2900,3,"COOP","084366"
"084394","JASPER",-82.9447,30.5228,45,"COOP","084394"
"084461","JUNO BEACH",-80.0553,26.8600,2,"COOP","084461"
"084625","KISSIMMEE 2",-81.4183,28.2803,18,"COOP","084625"
"084731","LAKE CITY 2",-82.5933,30.1844,59,"COOP","084731"
"084802","LAKELAND 2",-82.0136,27.9914,42,"COOP","084802"
"085076","LISBON",-81.7864,28.8728,21,"COOP","085076"
"085099","LIVE OAK",-82.9650,30.2889,37,"COOP","085099"
"085184","LOXAHATCHEE",-80.2164,26.4978,6,"COOP","085184"
"085539","MAYO",-83.1667,30.0500,20,"COOP","085539"
"085612","MELBOURNE WF",-80.6458,28.1028,8,"COOP","085612"
"085667","MIAMI NWSFO",-80.3836,25.7553,4,"COOP","085667"
"085973","MOUNTAIN LAK",-81.5928,27.9347,38,"COOP","085973"
"086065","MYAKKA RIVER",-82.3161,27.2417,6,"COOP","086065"
"086078","NAPLES",-81.7158,26.1686,2,"COOP","086078"
"086240","NICEVILLE",-86.4919,30.5314,18,"COOP","086240"
"086315","NORTH MIAMI",-80.2158,25.9500,3,"COOP","086315"
"086406","OASIS RANGER",-81.0319,25.8581,2,"COOP","086406"
"086414","OCALA",-82.0778,29.0803,23,"COOP","086414"
"086485","OKEECHOBEE",-80.8317,27.1967,6,"COOP","086485"
"086753","PALATKA",-81.6606,29.6439,21,"COOP","086753"
"086767","PALM COAST 6",-81.2061,29.6347,2,"COOP","086767"
"087025","PERRY",-83.5667,30.1000,14,"COOP","087025"
"087205","PLANT CITY",-82.1422,28.0236,37,"COOP","087205"
"087261","PONCE INLET",-80.9167,29.0689,2,"COOP","087261"
"087397","PUNTA GORDA",-81.9983,26.9164,6,"COOP","087397"
"087760","ROYAL PALM R",-80.5936,25.3867,2,"COOP","087760"
"087826","ST AUGUSTINE",-81.3139,29.9083,2,"COOP","087826"
"087851","SAINT LEO",-82.2600,28.3378,58,"COOP","087851"
"088529","STARKE 3 E",-82.0683,29.9431,52,"COOP","088529"
"088824","TARPON SPRIN",-82.7500,28.1500,2,"COOP","088824"
"088841","TAVERNIER",-80.5211,25.0069,2,"COOP","088841"
"088942","TITUSVILLE",-80.8328,28.6297,2,"COOP","088942"
"089120","USHER TOWER",-82.8186,29.4083,10,"COOP","089120"
"089176","VENICE",-82.4364,27.1006,2,"COOP","089176"
"089219","VERO BEACH 4",-80.4350,27.6856,6,"COOP","089219"
"089430","WEEKI WACHEE",-82.5756,28.5175,6,"COOP","089430"
"089640","WHITE SPRING",-82.7847,30.4392,40,"COOP","089640"
"089707","WINTER HAVEN",-81.7331,28.0153,44,"COOP","089707"
"090010","ABBEVILLE 4",-83.3078,31.9381,73,"COOP","090010"
"090044","ADAIRSVILLE",-84.8389,34.3417,291,"COOP","090044"
"090140","ALBANY 3 SE",-84.1333,31.5333,45,"COOP","090140"
"090181","ALLATOONA DA",-84.7300,34.1650,297,"COOP","090181"
"090236","ALTO 4 SE",-83.5161,34.4417,280,"COOP","090236"
"090311","APPLING 2 NW",-82.3389,33.5619,113,"COOP","090311"
"090406","ASHBURN 3 EN",-83.6167,31.7167,133,"COOP","090406"
"090603","BALL GROUND",-84.4708,34.3297,387,"COOP","090603"
"091266","BROOKLET 1 W",-81.6731,32.3750,55,"COOP","091266"
"091340","BRUNSWICK",-81.5022,31.1681,4,"COOP","091340"
"091372","BUENA VISTA",-84.5203,32.3178,197,"COOP","091372"
"091425","BUTLER",-84.1858,32.6525,136,"COOP","091425"
"091500","CAMILLA 3 SE",-84.2000,31.1833,53,"COOP","091500"
"091585","CANTON",-84.4956,34.2361,267,"COOP","091585"
"091619","CARNESVILLE",-83.2067,34.4125,264,"COOP","091619"
"091640","CARROLLTON",-85.0806,33.5972,303,"COOP","091640"
"091665","CARTERSVILLE",-84.7847,34.2261,240,"COOP","091665"
"091670","CARTERSVILLE",-84.7958,34.1825,235,"COOP","091670"
"091732","CEDARTOWN",-85.2339,34.0589,239,"COOP","091732"
"091863","CHATSWORTH 2",-84.7650,34.7589,216,"COOP","091863"
"091965","CLARKESVILLE",-83.5247,34.6136,408,"COOP","091965"
"091982","CLAYTON 1 SS",-83.4061,34.8619,573,"COOP","091982"
"092006","CLEVELAND",-83.7683,34.5883,478,"COOP","092006"
"092076","COCHRAN 3 NE",-83.3089,32.4200,115,"COOP","092076"
"092159","COLUMBUS NO",-84.9397,32.5175,123,"COOP","092159"
"092283","CORNELIA",-83.5286,34.5181,448,"COOP","092283"
"092318","COVINGTON",-83.9142,33.5950,210,"COOP","092318"
"092361","CRISP CO POW",-83.9592,31.8536,75,"COOP","092361"
"092408","CUMMING 1 EN",-84.1306,34.2081,398,"COOP","092408"
"092429","CURRYVILLE 3",-85.1033,34.4397,188,"COOP","092429"
"092450","CUTHBERT",-84.7833,31.7667,141,"COOP","092450"
"092485","DALLAS 7 NE",-84.7475,33.9881,335,"COOP","092485"
"092517","DANIELSVILLE",-83.3044,34.1175,238,"COOP","092517"
"092791","DOUGLASVILLE",-84.7303,33.7006,305,"COOP","092791"
"092966","EASTMAN 1 W",-83.2058,32.2003,122,"COOP","092966"
"093271","EXPERIMENT",-84.2842,33.2631,285,"COOP","093271"
"093295","FAIRMOUNT",-84.7000,34.4364,226,"COOP","093295"
"093325","FARGO 17 NE",-82.3606,30.8264,38,"COOP","093325"
"093465","FOLKSTON 9 S",-82.1278,30.7400,37,"COOP","093465"
"093538","FORT STEWART",-81.6289,31.8717,28,"COOP","093538"
"093570","FRANKLIN",-85.0992,33.2758,241,"COOP","093570"
"093578","FORT GAINES",-85.0494,31.6150,64,"COOP","093578"
"093621","GAINESVILLE",-83.8600,34.3006,357,"COOP","093621"
"094133","HARTWELL",-82.9303,34.3511,210,"COOP","094133"
"094204","HAZLEHURST",-82.5808,31.8878,76,"COOP","094204"
"094230","HELEN",-83.7214,34.7083,439,"COOP","094230"
"094429","HOMERVILLE 5",-82.8003,31.0767,57,"COOP","094429"
"094676","JESUP 8 S",-81.8628,31.5075,15,"COOP","094676"
"094700","JONESBORO",-84.3544,33.5311,283,"COOP","094700"
"094728","JULIETTE",-83.7881,33.1139,137,"COOP","094728"
"094941","LAFAYETTE 5",-85.3619,34.6483,249,"COOP","094941"
"095061","LEESBURG 2",-84.1869,31.7633,79,"COOP","095061"
"095314","LOUISVILLE 1",-82.3914,33.0125,98,"COOP","095314"
"095404","MABLETON 1 N",-84.5783,33.8533,299,"COOP","095404"
"095863","MIDVILLE EXP",-82.2156,32.8753,85,"COOP","095863"
"095979","MONTEZUMA",-84.0314,32.2903,100,"COOP","095979"
"095988","MONTICELLO",-83.6975,33.3328,158,"COOP","095988"
"096087","MOULTRIE 2 E",-83.7500,31.1667,104,"COOP","096087"
"096148","MULBERRY GRO",-85.0756,32.6089,153,"COOP","096148"
"096335","NEWNAN 4 NE",-84.7886,33.4428,280,"COOP","096335"
"096407","NORCROSS",-84.2281,33.9536,314,"COOP","096407"
"096650","OCILLA WTP",-83.2472,31.5953,98,"COOP","096650"
"097087","PLAINS SW GA",-84.3711,32.0467,152,"COOP","097087"
"097430","RESACA",-84.9589,34.5911,198,"COOP","097430"
"097600","ROME",-85.1514,34.2453,201,"COOP","097600"
"097827","SAUTEE 3 W",-83.7342,34.6647,484,"COOP","097827"
"098064","SILOAM 3 N",-83.0767,33.5636,212,"COOP","098064"
"098436","SUMMERVILLE",-85.3611,34.4708,232,"COOP","098436"
"098476","SURRENCY 2 W",-82.2306,31.7386,61,"COOP","098476"
"098492","SUWANEE 5 E",-83.9833,34.0864,334,"COOP","098492"
"098600","TAYLORSVILLE",-84.9828,34.0861,220,"COOP","098600"
"098661","THOMASTON 2",-84.3175,32.8667,205,"COOP","098661"
"098666","THOMASVILLE",-83.9333,30.8833,79,"COOP","098666"
"098703","TIFTON",-83.4767,31.4461,97,"COOP","098703"
"098740","TOCCOA",-83.3361,34.5733,308,"COOP","098740"
"098950","U OF GA PLT",-83.5358,33.8722,256,"COOP","098950"
"099027","VIENNA",-83.8289,32.1083,103,"COOP","099027"
"099124","WARNER ROBIN",-83.6514,32.6358,158,"COOP","099124"
"099157","WASHINGTON 2",-82.7058,33.7264,189,"COOP","099157"
"099186","WAYCROSS 4 N",-82.3128,31.2514,44,"COOP","099186"
"099466","WINDER 1 SSE",-83.7117,33.9731,293,"COOP","099466"
"099486","WINTERVILLE",-83.2911,33.9664,271,"COOP","099486"
"099502","WOODBINE",-81.7072,30.9589,5,"COOP","099502"
"099506","WOODBURY",-84.5889,32.9839,241,"COOP","099506"
"100010","ABERDEEN EXP",-112.8253,42.9536,1343,"COOP","100010"
"100227","AMERICAN FAL",-112.9214,42.7914,1343,"COOP","100227"
"100375","ARCO",-113.2989,43.6356,1623,"COOP","100375"
"100448","ARROWROCK DA",-115.9239,43.5939,998,"COOP","100448"
"100470","ASHTON",-111.4522,44.0639,1589,"COOP","100470"
"100528","AVERY RS #2",-115.9256,47.2492,728,"COOP","100528"
"100667","BAYVIEW MODE",-116.5669,47.9750,632,"COOP","100667"
"100803","BERN",-111.3850,42.3353,1818,"COOP","100803"
"100915","BLACKFOOT FI",-112.3531,43.1969,1367,"COOP","100915"
"101017","BOISE 7 N",-116.2022,43.7383,1184,"COOP","101017"
"101018","BOISE LUCKY",-116.0542,43.5253,866,"COOP","101018"
"101079","BONNERS FERR",-116.3222,48.6958,539,"COOP","101079"
"101180","BROWNLEE DAM",-116.8981,44.8364,562,"COOP","101180"
"101195","BRUNEAU",-115.8028,42.8822,792,"COOP","101195"
"101220","BUHL NO 2",-114.7453,42.6006,1158,"COOP","101220"
"101363","CABINET GORG",-116.0583,48.0856,689,"COOP","101363"
"101384","CALDWELL 3 S",-116.6919,43.6175,764,"COOP","101384"
"101408","CAMBRIDGE",-116.6756,44.5736,808,"COOP","101408"
"101514","CASCADE 1 NW",-116.0481,44.5228,1492,"COOP","101514"
"101551","CASTLEFORD 2",-114.8661,42.5503,1166,"COOP","101551"
"101636","CENTERVILLE",-115.8453,43.9592,1353,"COOP","101636"
"101671","CHILLY BARTO",-113.8289,43.9772,1908,"COOP","101671"
"101956","COEUR D'ALEN",-116.8017,47.6789,650,"COOP","101956"
"102159","COTTONWOOD 2",-116.3919,46.0336,1202,"COOP","102159"
"102260","CRATERS OF T",-113.5581,43.4650,1797,"COOP","102260"
"102444","DEER FLAT DA",-116.7472,43.5761,765,"COOP","102444"
"102575","DIXIE",-115.4614,45.5528,1713,"COOP","102575"
"102676","DRIGGS",-111.1125,43.7306,1881,"COOP","102676"
"102707","DUBOIS EXPER",-112.2006,44.2436,1661,"COOP","102707"
"102845","DWORSHAK FIS",-116.3217,46.5022,303,"COOP","102845"
"102875","ELK CITY 1 N",-115.4611,45.8356,1237,"COOP","102875"
"102942","EMMETT 2 E",-116.4664,43.8544,728,"COOP","102942"
"103108","FAIRFIELD RA",-114.7900,43.3425,1544,"COOP","103108"
"103297","FORT HALL 1",-112.4133,43.0428,1361,"COOP","103297"
"103448","GARDEN VALLE",-115.9694,44.1011,945,"COOP","103448"
"103554","GIBBONSVILLE",-113.9275,45.5394,1366,"COOP","103554"
"103631","GLENNS FERRY",-115.3192,42.9439,765,"COOP","103631"
"103732","GRACE",-111.7497,42.5900,1692,"COOP","103732"
"103760","GRAND VIEW 4",-116.1772,43.0181,732,"COOP","103760"
"103771","GRANGEVILLE",-116.1164,45.9303,1024,"COOP","103771"
"103882","GROUSE",-113.5472,43.7186,1829,"COOP","103882"
"103932","HAGERMAN 2 S",-114.9192,42.8036,876,"COOP","103932"
"103964","HAMER 4 NW",-112.2642,43.9664,1460,"COOP","103964"
"104140","HAZELTON",-114.1378,42.5972,1237,"COOP","104140"
"104150","HEADQUARTERS",-115.8094,46.6281,965,"COOP","104150"
"104268","HILL CITY 1",-115.0733,43.2994,1554,"COOP","104268"
"104295","HOLLISTER",-114.5739,42.3528,1379,"COOP","104295"
"104318","HOMEDALE 1 S",-116.9211,43.6058,680,"COOP","104318"
"104384","HOWE",-113.0033,43.7828,1469,"COOP","104384"
"104442","IDAHO CITY",-115.8319,43.8383,1209,"COOP","104442"
"104455","IDAHO FALLS",-112.0097,43.4833,1440,"COOP","104455"
"104456","IDAHO FALLS",-111.7847,43.3456,1776,"COOP","104456"
"104670","JEROME",-114.5192,42.7325,1140,"COOP","104670"
"104831","KELLOGG",-116.1267,47.5311,707,"COOP","104831"
"105013","KOOSKIA 5 SS",-115.9336,46.0714,710,"COOP","105013"
"105143","LAVA HOT SPR",-112.0014,42.6186,1828,"COOP","105143"
"105232","LEWISTON NO",-116.9981,46.3750,442,"COOP","105232"
"105275","LIFTON PUMPI",-111.3139,42.1231,1806,"COOP","105275"
"105414","LOWMAN",-115.6186,44.0828,1195,"COOP","105414"
"105462","MACKAY LOST",-113.6317,43.9181,1797,"COOP","105462"
"105563","MALTA 4 ESE",-113.3042,42.2917,1399,"COOP","105563"
"105567","MALTA AVIATI",-113.3350,42.3019,1384,"COOP","105567"
"105678","MASSACRE ROC",-112.9981,42.6681,1279,"COOP","105678"
"105685","MAY 2 SSE",-113.8953,44.5664,1539,"COOP","105685"
"105708","MCCALL",-116.1047,44.8872,1532,"COOP","105708"
"105897","MIDDLE FORK",-115.0150,44.7189,1366,"COOP","105897"
"105980","MINIDOKA DAM",-113.5003,42.6767,1269,"COOP","105980"
"106152","MOSCOW U OF",-116.9608,46.7244,811,"COOP","106152"
"106174","MOUNTAIN HOM",-115.7119,43.1261,957,"COOP","106174"
"106305","NAMPA SUGAR",-116.5753,43.6039,753,"COOP","106305"
"106388","NEW MEADOWS",-116.2864,44.9647,1180,"COOP","106388"
"106424","NEZPERCE",-116.2467,46.2358,988,"COOP","106424"
"106542","OAKLEY",-113.8919,42.2333,1390,"COOP","106542"
"106586","OLA",-116.2828,44.1758,937,"COOP","106586"
"106844","PARMA EXPERI",-116.9444,43.8031,698,"COOP","106844"
"106877","PAUL 1 ENE",-113.7622,42.6283,1265,"COOP","106877"
"107040","PICABO",-114.0742,43.3111,1472,"COOP","107040"
"107046","PIERCE",-115.8006,46.4922,939,"COOP","107046"
"107188","PLUMMER 3 WS",-116.9600,47.3103,890,"COOP","107188"
"107208","POCATELLO 2",-112.4086,42.8917,1473,"COOP","107208"
"107264","PORTHILL",-116.5031,48.9958,541,"COOP","107264"
"107301","POTLATCH 3 N",-116.8781,46.9564,792,"COOP","107301"
"107320","POWELL",-114.7111,46.5100,1076,"COOP","107320"
"107346","PRESTON",-111.8683,42.0933,1463,"COOP","107346"
"107386","PRIEST RIVER",-116.8358,48.3514,725,"COOP","107386"
"107563","RED RIVER R",-115.3403,45.7100,1326,"COOP","107563"
"107648","REYNOLDS",-116.7503,43.2050,1198,"COOP","107648"
"107673","RICHFIELD",-114.1581,43.0528,1305,"COOP","107673"
"107706","RIGGINS",-116.3150,45.4239,549,"COOP","107706"
"107808","ROCKLAND",-112.8750,42.5139,1433,"COOP","107808"
"108022","SAINT ANTHON",-111.7128,43.9694,1509,"COOP","108022"
"108062","SAINT MARIES",-116.5892,47.3106,707,"COOP","108062"
"108080","SALMON KSRA",-113.9008,45.1875,1198,"COOP","108080"
"108137","SANDPOINT EX",-116.5578,48.2928,640,"COOP","108137"
"108246","SELWAY LODGE",-114.8442,46.0081,786,"COOP","108246"
"108380","SHOSHONE 1 W",-114.4169,42.9383,1204,"COOP","108380"
"108395","SHOUP",-114.2775,45.3767,1036,"COOP","108395"
"108535","SODA SPRINGS",-111.5833,42.6514,1781,"COOP","108535"
"108676","STANLEY",-114.9314,44.2169,1911,"COOP","108676"
"108928","SWAN FALLS P",-116.3786,43.2442,709,"COOP","108928"
"108937","SWAN VALLEY",-111.2939,43.4447,1681,"COOP","108937"
"109000","TAYLOR RANCH",-114.8508,45.1017,1169,"COOP","109000"
"109065","TETONIA EXPE",-111.2769,43.8564,1881,"COOP","109065"
"109293","TWIN FALLS K",-114.4569,42.5808,1119,"COOP","109293"
"109303","TWIN FALLS 6",-114.3461,42.5458,1207,"COOP","109303"
"109498","WALLACE WOOD",-115.9089,47.4794,896,"COOP","109498"
"109601","WAYAN 1 S",-111.3911,42.9639,1953,"COOP","109601"
"109638","WEISER",-116.9697,44.2456,646,"COOP","109638"
"109846","WINCHESTER",-116.6228,46.2375,1204,"COOP","109846"
"109951","YELLOW PINE",-115.5114,44.8542,1554,"COOP","109951"
"109963","YELLOWPINE B",-115.2514,45.5450,756,"COOP","109963"
"110050","ALBERS 1 W",-89.6289,38.5411,131,"COOP","110050"
"110072","ALEDO",-90.7469,41.1961,219,"COOP","110072"
"110137","ALTON MELVIN",-90.1500,38.8167,131,"COOP","110137"
"110146","AMBOY",-89.3369,41.7225,230,"COOP","110146"
"110187","ANNA 2 NNE",-89.2344,37.4814,195,"COOP","110187"
"110203","ANTIOCH",-88.0994,42.4811,229,"COOP","110203"
"110211","APPLE RIVER",-90.0517,42.4483,250,"COOP","110211"
"110306","ATHENS 2 SW",-89.7594,39.9461,180,"COOP","110306"
"110330","AUGUSTA",-90.9456,40.2378,207,"COOP","110330"
"110338","AURORA",-88.3186,41.7689,195,"COOP","110338"
"110356","AVON 5 NE",-90.3628,40.7086,195,"COOP","110356"
"110442","BARRINGTON 3",-88.1639,42.1153,267,"COOP","110442"
"110456","BARTONVILLE",-89.7039,40.5978,183,"COOP","110456"
"110492","BEARDSTOWN",-90.4381,40.0178,131,"COOP","110492"
"110500","BEECHER CITY",-88.7828,39.1822,189,"COOP","110500"
"110583","BELVIDERE",-88.8644,42.2550,225,"COOP","110583"
"110598","BENTLEY",-91.1128,40.3436,198,"COOP","110598"
"110608","BENTON 2 N",-88.9206,38.0336,137,"COOP","110608"
"110761","BLOOMINGTON",-89.0006,40.4956,236,"COOP","110761"
"110764","BLOOMINGTON",-89.0872,40.4856,238,"COOP","110764"
"110803","BOURBONNAIS",-87.9347,41.1750,198,"COOP","110803"
"110868","BRADFORD 1 S",-89.6567,41.1767,238,"COOP","110868"
"110993","BROOKPORT DA",-88.6531,37.1275,91,"COOP","110993"
"111020","BROWNSTOWN 4",-88.9583,38.9544,172,"COOP","111020"
"111083","BUFFALO 3 NN",-89.3806,39.8978,187,"COOP","111083"
"111160","CAHOKIA",-90.1942,38.5669,122,"COOP","111160"
"111212","CALHOUN 5 SE",-87.9739,38.5989,134,"COOP","111212"
"111250","CANTON 1 ESE",-90.0211,40.5447,198,"COOP","111250"
"111265","CARBONDALE S",-89.1658,37.7308,119,"COOP","111265"
"111290","CARLYLE RESE",-89.3658,38.6308,137,"COOP","111290"
"111302","CARMI 3",-88.1831,38.0781,102,"COOP","111302"
"111316","CARTHAGE",-91.1342,40.4111,206,"COOP","111316"
"111386","CENTRALIA",-89.1297,38.5547,140,"COOP","111386"
"111420","CHANNAHON DR",-88.2819,41.3978,154,"COOP","111420"
"111475","CHENOA",-88.7128,40.7406,216,"COOP","111475"
"111491","CHESTER",-89.8314,37.9031,140,"COOP","111491"
"111497","CHICAGO BOTA",-87.7867,42.1406,192,"COOP","111497"
"111627","CHILLICOTHE",-89.5031,40.9156,163,"COOP","111627"
"111691","CLAREMONT 6",-87.9281,38.8011,142,"COOP","111691"
"111700","CLAY CITY 6",-88.3111,38.6078,140,"COOP","111700"
"111743","CLINTON 1 SS",-88.9678,40.1403,213,"COOP","111743"
"111835","COMPTON 1 NW",-89.1003,41.7061,276,"COOP","111835"
"111836","CONGERVILLE",-89.2406,40.6219,194,"COOP","111836"
"112048","CRYSTAL LAKE",-88.3950,42.2622,287,"COOP","112048"
"112140","DANVILLE",-87.6483,40.1389,170,"COOP","112140"
"112193","DECATUR",-88.9525,39.8275,189,"COOP","112193"
"112223","DE KALB",-88.7756,41.9342,266,"COOP","112223"
"112348","DIXON 1 NW",-89.5047,41.8472,213,"COOP","112348"
"112353","DIXON SPRING",-88.6672,37.4367,165,"COOP","112353"
"112483","DU QUOIN 4 S",-89.1931,37.9878,122,"COOP","112483"
"112500","DWIGHT",-88.4167,41.0833,191,"COOP","112500"
"112679","EDWARDSVILLE",-90.0031,38.8100,152,"COOP","112679"
"112685","EFFINGHAM SE",-88.5303,39.1083,168,"COOP","112685"
"112709","ELBURN",-88.4728,41.8742,244,"COOP","112709"
"112736","ELGIN",-88.2861,42.0628,233,"COOP","112736"
"112763","ELK GROVE VI",-88.0069,42.0033,213,"COOP","112763"
"112923","FAIRBURY WAT",-88.5161,40.7403,210,"COOP","112923"
"112931","FAIRFIELD RA",-88.3261,38.3797,131,"COOP","112931"
"113058","FINDLAY 2 NW",-88.7911,39.5500,213,"COOP","113058"
"113106","FLORA",-88.4797,38.6786,152,"COOP","113106"
"113290","FULTON L&D #",-90.1539,41.8981,180,"COOP","113290"
"113312","GALENA",-90.4406,42.4244,244,"COOP","113312"
"113384","GENESEO",-90.1486,41.4511,195,"COOP","113384"
"113392","GENOA 2 SW",-88.7075,42.0744,259,"COOP","113392"
"113413","GIBSON CITY",-88.3653,40.4731,229,"COOP","113413"
"113455","GLADSTONE DA",-91.0242,40.8825,158,"COOP","113455"
"113530","GOLDEN",-91.0222,40.1064,219,"COOP","113530"
"113580","GRAND CHAIN",-89.0422,37.2036,117,"COOP","113580"
"113612","GRAYVILLE",-87.9989,38.2758,133,"COOP","113612"
"113666","GREENFIELD",-90.2058,39.3425,167,"COOP","113666"
"113693","GREENVILLE 2",-89.3972,38.9261,177,"COOP","113693"
"113717","GRIGGSVILLE",-90.7086,39.7378,191,"COOP","113717"
"113738","GURNEE PUBLI",-87.9533,42.3656,207,"COOP","113738"
"113774","HAMMOND",-88.5983,39.8028,201,"COOP","113774"
"113879","HARRISBURG",-88.5244,37.7408,111,"COOP","113879"
"113902","HARVARD",-88.6308,42.4147,277,"COOP","113902"
"113940","HAVANA 4 NNE",-90.0164,40.3431,140,"COOP","113940"
"114013","HENNEPIN POW",-89.3158,41.3017,140,"COOP","114013"
"114089","HIGHLAND",-89.6556,38.7583,160,"COOP","114089"
"114108","HILLSBORO",-89.4833,39.1500,192,"COOP","114108"
"114137","HOMER 4 NNW",-87.9756,40.0597,198,"COOP","114137"
"114317","HUTSONVILLE",-87.6578,39.1333,139,"COOP","114317"
"114355","ILLINOIS CIT",-91.0153,41.4317,168,"COOP","114355"
"114400","IUKA 12 SW",-88.9703,38.4931,174,"COOP","114400"
"114442","JACKSONVILLE",-90.2153,39.7353,186,"COOP","114442"
"114489","JERSEYVILLE",-90.3419,39.1053,192,"COOP","114489"
"114530","JOLIET BRAND",-88.1028,41.5033,166,"COOP","114530"
"114603","KANKAKEE MET",-87.8856,41.1364,195,"COOP","114603"
"114629","KASKASKIA RI",-89.9492,37.9842,116,"COOP","114629"
"114710","KEWANEE 1 E",-89.8992,41.2483,238,"COOP","114710"
"114739","KINCAID",-89.4100,39.5892,183,"COOP","114739"
"114756","KINMUNDY",-88.8428,38.7711,189,"COOP","114756"
"114780","KNOXVILLE",-90.2939,40.9047,229,"COOP","114780"
"114805","LACON 1 N",-89.4061,41.0414,140,"COOP","114805"
"114823","LA HARPE",-90.9697,40.5822,213,"COOP","114823"
"114837","LAKE VILLA 2",-88.0594,42.4308,245,"COOP","114837"
"114957","LAWRENCEVILL",-87.6928,38.7272,135,"COOP","114957"
"115038","LEWISTOWN",-90.1536,40.3975,183,"COOP","115038"
"115041","LEXINGTON",-88.7806,40.6406,230,"COOP","115041"
"115079","LINCOLN",-89.3381,40.1519,178,"COOP","115079"
"115092","LINDENWOOD",-89.0306,42.0447,244,"COOP","115092"
"115110","LITTLE RED S",-87.8828,41.7156,218,"COOP","115110"
"115219","LOVINGTON",-88.6300,39.7125,207,"COOP","115219"
"115280","MACOMB",-90.6689,40.4781,186,"COOP","115280"
"115326","MARENGO",-88.6469,42.2928,248,"COOP","115326"
"115372","MARSEILLES L",-88.7533,41.3286,149,"COOP","115372"
"115413","MASON CITY 1",-89.6775,40.2003,175,"COOP","115413"
"115430","MATTOON",-88.3811,39.4844,221,"COOP","115430"
"115493","MCHENRY WG S",-88.2525,42.3103,226,"COOP","115493"
