This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"AGKO","AGENCY LAKE",-121.9825,42.5653,1265,"AGRIMET","AGKO"
"AHTI","ASHTON",-111.4667,44.0250,1615,"AGRIMET","AHTI"
"ARAO","AURORA",-122.7503,45.2819,43,"AGRIMET","ARAO"
"BANO","BANDON",-124.4172,43.0911,24,"AGRIMET","BANO"
"BATO","BEATTY",-121.2739,42.4781,1317,"AGRIMET","BATO"
"BKVO","BAKER VALLEY",-117.9636,44.8819,1042,"AGRIMET","BKVO"
"BNDW","BONNEVILLE D",-121.9311,45.6478,24,"AGRIMET","BNDW"
"BOII","BOISE",-116.1861,43.6208,829,"AGRIMET","BOII"
"BRKO","BROOKINGS",-124.2408,42.0300,24,"AGRIMET","BRKO"
"CEDC","CEDARVILLE",-120.1714,41.5853,1402,"AGRIMET","CEDC"
"CHAW","CHAMOKANE",-117.7392,48.0314,594,"AGRIMET","CHAW"
"CHVO","CHRISTMAS VA",-120.7281,43.2414,1329,"AGRIMET","CHVO"
"CJDW","CHIEF JOSEPH",-119.6356,47.9908,302,"AGRIMET","CJDW"
"DEFO","DEE FLAT",-121.6472,45.5736,384,"AGRIMET","DEFO"
"DENI","DWORSHAK-DEN",-116.2206,46.6233,506,"AGRIMET","DENI"
"DRLM","DEER LODGE",-112.7667,46.3356,1426,"AGRIMET","DRLM"
"DTRO","DETROIT LAKE",-122.1792,44.7300,511,"AGRIMET","DTRO"
"ECHO","ECHO",-119.3500,45.7111,232,"AGRIMET","ECHO"
"EURN","EUREKA",-115.9786,39.6853,1797,"AGRIMET","EURN"
"FAFI","FAIRFIELD",-114.8250,43.3083,1536,"AGRIMET","FAFI"
"FOGO","FOREST GROVE",-123.0836,45.5531,55,"AGRIMET","FOGO"
"FTHI","FORT HALL",-112.4311,43.0714,1355,"AGRIMET","FTHI"
"GCDW","GRAND COULEE",-118.9536,47.9453,402,"AGRIMET","GCDW"
"GDVI","GRAND VIEW",-116.0561,42.9125,786,"AGRIMET","GDVI"
"GERW","GEORGE",-119.6422,47.0439,351,"AGRIMET","GERW"
"GFRI","GLENNS FERRY",-115.3569,42.8667,922,"AGRIMET","GFRI"
"GOLW","GOLDENDALE",-120.8244,45.8119,512,"AGRIMET","GOLW"
"HERO","HERMISTON",-119.5122,45.8211,168,"AGRIMET","HERO"
"HRFO","HEREFORD",-118.0200,44.4881,1097,"AGRIMET","HRFO"
"HRHW","HARRAH",-120.5744,46.3847,259,"AGRIMET","HRHW"
"HRMO","HERMISTON (H",-119.2833,45.8194,185,"AGRIMET","HRMO"
"IMBO","IMBLER",-117.9667,45.4333,838,"AGRIMET","IMBO"
"KFLO","KLAMATH FALL",-121.7550,42.1647,1250,"AGRIMET","KFLO"
"KFLW","KETTLE FALLS",-118.1242,48.5950,408,"AGRIMET","KFLW"
"KTBI","KETTLE BUTTE",-112.3258,43.5486,1565,"AGRIMET","KTBI"
"LAKO","LAKEVIEW",-120.5231,42.1222,1454,"AGRIMET","LAKO"
"LBRW","LAKE BRYAN-R",-117.6542,46.6975,192,"AGRIMET","LBRW"
"LEGW","LEGROW",-118.9361,46.2053,177,"AGRIMET","LEGW"
"LIDW","LIND",-118.7394,46.8672,450,"AGRIMET","LIDW"
"LORO","LORELLA",-121.2242,42.0778,1268,"AGRIMET","LORO"
"MALI","MALTA",-113.4139,42.4375,1344,"AGRIMET","MALI"
"MASW","MANSON",-120.1244,47.9169,601,"AGRIMET","MASW"
"MDFO","MEDFORD",-122.9378,42.3311,408,"AGRIMET","MDFO"
"MNTI","MONTEVIEW",-112.5358,44.0150,1480,"AGRIMET","MNTI"
"MRSO","MADRAS",-121.1486,44.6800,744,"AGRIMET","MRSO"
"NMPI","NAMPA",-116.6369,43.4417,803,"AGRIMET","NMPI"
"ODSW","ODESSA",-118.8786,47.3089,503,"AGRIMET","ODSW"
"OMAW","OMAK",-119.5761,48.4025,376,"AGRIMET","OMAW"
"ONTO","ONTARIO",-117.0153,43.9778,689,"AGRIMET","ONTO"
"PARO","PARKDALE",-121.6167,45.5444,451,"AGRIMET","PARO"
"PCYO","PRAIRIE CITY",-118.6278,44.4408,1144,"AGRIMET","PCYO"
"PICI","PICABO",-114.1658,43.3117,1494,"AGRIMET","PICI"
"PMAI","PARMA",-116.9333,43.8000,703,"AGRIMET","PMAI"
